ref_name,control_iso_name,iso_name
Vikse23,hCoV-19/Norway/126/2022,hCoV-19/Norway/30134/2022
Vikse23,hCoV-19/Norway/126/2022,hCoV-19/Norway/31280/2022
Vikse23,hCoV-19/Norway/126/2022,hCoV-19/Norway/32121/2022
Vikse23,hCoV-19/Norway/126/2022,hCoV-19/Norway/21334/2022
Vikse23,hCoV-19/Norway/126/2022,hCoV-19/Norway/29067/2022
Vikse23,hCoV-19/Norway/126/2022,Omicron/BA.2.75.2 full genome
Vikse23,hCoV-19/Norway/126/2022,hCoV-19/Norway/31371/2022
Vikse23,hCoV-19/Norway/21334/2022,hCoV-19/Norway/126/2022
Vikse23,hCoV-19/Norway/21334/2022,hCoV-19/Norway/30134/2022
Vikse23,hCoV-19/Norway/21334/2022,hCoV-19/Norway/31280/2022
Vikse23,hCoV-19/Norway/21334/2022,hCoV-19/Norway/32121/2022
Vikse23,hCoV-19/Norway/21334/2022,hCoV-19/Norway/29067/2022
Vikse23,hCoV-19/Norway/21334/2022,Omicron/BA.2.75.2 full genome
Vikse23,hCoV-19/Norway/21334/2022,hCoV-19/Norway/31371/2022
