ref_name,control_iso_name,iso_name
Akerman23,Wuhan-Hu-1,Omicron/BA.5 full genome
Akerman23,Wuhan-Hu-1,Omicron/XBB.1 full genome
Akerman23,Wuhan-Hu-1,Omicron/BQ.1.1 full genome
Akerman23,Wuhan-Hu-1,Omicron/BL.1 full genome
Akerman23,Wuhan-Hu-1,BA.4.6 full genome
Akerman23,Wuhan-Hu-1,Omicron/BR.2.1 full genome:R346T
Akerman23,Wuhan-Hu-1,Omicron/BR.2.1 full genome
Akerman23,Wuhan-Hu-1,Omicron/XBC.1 full genome
Akerman23,Wuhan-Hu-1,Omicron/XBF full genome
Akerman23,A.2.2 full genome,Omicron/XBB.1 full genome
Akerman23,A.2.2 full genome,Omicron/BQ.1.1 full genome
Akerman23,A.2.2 full genome,Omicron/BR.2.1 full genome:R346T
Akerman23,A.2.2 full genome,Omicron/BR.2.1 full genome
Akerman23,A.2.2 full genome,Omicron/BA.2.75.2 full genome
Akerman23,A.2.2 full genome,Omicron/XBC.1 full genome
Akerman23,A.2.2 full genome,Omicron/XBF full genome
