ref_name,rx_name,control_iso_name,iso_name,section,assay_name,potency_type,fold_cmp,fold,resistance_level,ineffective,cumulative_count,date_added
Yamasoba22,mRNA-1273_2dose,S:614G,B.1.617.2 Spike,Figure 2B,Pseudovirus (HIV),NT50,=,3.3,NULL,NULL,16,2022-08-16
Yamasoba22,mRNA-1273_2dose,S:614G,BA.1 Spike,Figure 2B,Pseudovirus (HIV),NT50,=,15,NULL,NULL,16,2022-08-16
Yamasoba22,mRNA-1273_2dose,S:614G,BA.2 Spike,Figure 2B,Pseudovirus (HIV),NT50,=,18,NULL,NULL,16,2022-08-16
Yamasoba22,ChAdOx1_2dose,S:614G,B.1.617.2 Spike,Figure 2C,Pseudovirus (HIV),NT50,=,3.2,NULL,NULL,9,2022-08-16
Yamasoba22,ChAdOx1_2dose,S:614G,BA.1 Spike,Figure 2C,Pseudovirus (HIV),NT50,=,17,NULL,NULL,9,2022-08-16
Yamasoba22,ChAdOx1_2dose,S:614G,BA.2 Spike,Figure 2C,Pseudovirus (HIV),NT50,=,24,NULL,NULL,9,2022-08-16
Yamasoba22,BNT162b2_3dose,S:614G,B.1.617.2 Spike,Figure 2D,Pseudovirus (HIV),NT50,=,2.1,NULL,NULL,13,2022-08-16
Yamasoba22,BNT162b2_3dose,S:614G,BA.1 Spike,Figure 2D,Pseudovirus (HIV),NT50,=,7.5,NULL,NULL,13,2022-08-16
Yamasoba22,BNT162b2_3dose,S:614G,BA.2 Spike,Figure 2D,Pseudovirus (HIV),NT50,=,8.4,NULL,NULL,13,2022-08-16
Yamasoba22,CP_early,S:614G,B.1.617.2 Spike,Figure 2F,Pseudovirus (HIV),NT50,=,2.4,NULL,NULL,12,2022-08-16
Yamasoba22,CP_early,S:614G,BA.1 Spike,Figure 2F,Pseudovirus (HIV),NT50,=,6.6,NULL,NULL,12,2022-08-16
Yamasoba22,CP_early,S:614G,BA.2 Spike,Figure 2F,Pseudovirus (HIV),NT50,=,12,NULL,NULL,12,2022-08-16
Yamasoba22,CP_Alpha,B.1.1.7 Spike,S:614G,Figure 2F,Pseudovirus (HIV),NT50,=,1.7,NULL,NULL,8,2022-08-16
Yamasoba22,CP_Alpha,B.1.1.7 Spike,B.1.617.2 Spike,Figure 2F,Pseudovirus (HIV),NT50,=,2.6,NULL,NULL,8,2022-08-16
Yamasoba22,CP_Alpha,B.1.1.7 Spike,BA.1 Spike,Figure 2F,Pseudovirus (HIV),NT50,=,18,NULL,NULL,8,2022-08-16
Yamasoba22,CP_Alpha,B.1.1.7 Spike,BA.2 Spike,Figure 2F,Pseudovirus (HIV),NT50,=,6.5,NULL,NULL,8,2022-08-16
Yamasoba22,CP_Delta,B.1.617.2 Spike,S:614G,Figure 2F,Pseudovirus (HIV),NT50,=,26,NULL,NULL,15,2022-08-16
Yamasoba22,CP_Delta,B.1.617.2 Spike,BA.1 Spike,Figure 2F,Pseudovirus (HIV),NT50,=,46,NULL,NULL,15,2022-08-16
Yamasoba22,CP_Delta,B.1.617.2 Spike,BA.2 Spike,Figure 2F,Pseudovirus (HIV),NT50,=,31,NULL,NULL,15,2022-08-16
Yamasoba22,BA.1_BTI,BA.1 Spike,S:614G,Figure 2F,Pseudovirus (HIV),NT50,=,0.4,NULL,NULL,13,2022-08-16
Yamasoba22,BA.1_BTI,BA.1 Spike,B.1.617.2 Spike,Figure 2F,Pseudovirus (HIV),NT50,=,0.5,NULL,NULL,13,2022-08-16
Yamasoba22,BA.1_BTI,BA.1 Spike,BA.2 Spike,Figure 2F,Pseudovirus (HIV),NT50,=,1.2,NULL,NULL,13,2022-08-16
Yamasoba22,CP_BA.1,BA.1 Spike,S:614G,Figure 2F,Pseudovirus (HIV),NT50,=,4.6,NULL,NULL,8,2022-08-16
Yamasoba22,CP_BA.1,BA.1 Spike,B.1.617.2 Spike,Figure 2F,Pseudovirus (HIV),NT50,=,4.3,NULL,NULL,8,2022-08-16
Yamasoba22,CP_BA.1,BA.1 Spike,BA.2 Spike,Figure 2F,Pseudovirus (HIV),NT50,=,4.1,NULL,NULL,8,2022-08-16
Yamasoba22,CP_Hamster_B.1,S:614G,B.1.617.2 Spike,Figure 2H,Pseudovirus (HIV),NT50,=,1.6,NULL,NULL,6,2022-08-16
Yamasoba22,CP_Hamster_B.1,S:614G,BA.1 Spike,Figure 2H,Pseudovirus (HIV),NT50,=,54,NULL,NULL,6,2022-08-16
Yamasoba22,CP_Hamster_B.1,S:614G,BA.2 Spike,Figure 2H,Pseudovirus (HIV),NT50,=,38,NULL,NULL,6,2022-08-16
Yamasoba22,CP_Hamster_Delta,B.1.617.2 Spike,S:614G,Figure 2H,Pseudovirus (HIV),NT50,=,2.6,NULL,NULL,6,2022-08-16
