ref_name,rx_name,control_iso_name,iso_name,section,assay_name,potency_type,fold_cmp,fold,resistance_level,ineffective,cumulative_count,date_added
Collier21,BNT162b2_1ds_Figure3_1,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,35.7,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_2,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,10.3,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_3,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,6.9,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_4,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,5.6,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_5,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,5.0,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_6,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,5.6,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_7,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,5.6,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_8,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,5.6,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_9,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,5.0,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_10,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,2.7,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_11,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,2.4,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_12,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,2.2,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_13,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,1.8,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_14,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,1.8,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_15,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,1.6,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_16,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,1.6,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_17,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,1.6,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_18,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,1.6,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_19,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,1.6,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_20,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,1.2,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_21,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,1.2,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_22,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,1.0,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_23,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,1.0,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_24,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,1.0,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_25,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,1.0,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_26,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,1.0,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_27,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,1.0,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_28,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,1.0,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_29,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,1.0,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_30,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,0.9,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_31,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,0.9,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_32,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,0.7,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_33,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,0.6,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_34,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,0.6,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_35,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,0.5,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_36,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,0.4,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_37,S:614G,B.1.1.7 Spike,Figure 3c,Pseudovirus (HIV),NT50,=,0.2,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_1,S:614G,B.1.1.7 Spike+S:484K,Figure 3c,Pseudovirus (HIV),NT50,=,1.0,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_2,S:614G,B.1.1.7 Spike+S:484K,Figure 3c,Pseudovirus (HIV),NT50,=,1.5,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_3,S:614G,B.1.1.7 Spike+S:484K,Figure 3c,Pseudovirus (HIV),NT50,=,1.0,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_4,S:614G,B.1.1.7 Spike+S:484K,Figure 3c,Pseudovirus (HIV),NT50,=,1.0,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_5,S:614G,B.1.1.7 Spike+S:484K,Figure 3c,Pseudovirus (HIV),NT50,=,1.0,NULL,NULL,1,2021-04-06
Collier21,BNT162b2_1ds_Figure3_6,S:614G,B.1.1.7 Spike+S:484K,Figure 3c,Pseudovirus (HIV),NT50,=,1.0,NULL,NULL,1,2021-04-06
