ref_name,rx_name,control_iso_name,iso_name,section,assay_name,potency_type,fold_cmp,fold,resistance_level,ineffective,cumulative_count,date_added
Rossler22c,CP_WT,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/Italy/TAA-MUIV-0135/2020,Figure 1F,Virus isolate,NT50,=,0.1,NULL,NULL,10,2022-06-14
Rossler22c,CP_Alpha,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/Italy/TAA-MUIV-0135/2020,Figure 1F,Virus isolate,NT50,=,0.2,NULL,NULL,10,2022-06-14
Rossler22c,CP_Beta,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/Italy/TAA-MUIV-0135/2020,Figure 1F,Virus isolate,NT50,=,0.3,NULL,NULL,8,2022-06-14
Rossler22c,CP_Delta,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/Italy/TAA-MUIV-0135/2020,Figure 1F,Virus isolate,NT50,=,0.3,NULL,NULL,7,2022-06-14
Rossler22c,CP_BA.1,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/Italy/TAA-MUIV-0135/2020,Figure 1F,Virus isolate,NT50,=,6.3,NULL,NULL,18,2022-06-14
Rossler22c,CP_BA.2,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/Italy/TAA-MUIV-0135/2020,Figure 1F,Virus isolate,NT50,=,23.9,NULL,NULL,12,2022-06-14
Rossler22c,CP_BA.1_reinf,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/Italy/TAA-MUIV-0135/2020,Figure 1F,Virus isolate,NT50,=,0.9,NULL,NULL,15,2022-06-14
Rossler22c,CP_BA.2_reinf,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/Italy/TAA-MUIV-0135/2020,Figure 1F,Virus isolate,NT50,=,1.7,NULL,NULL,3,2022-06-14
Rossler22c,MOD_2dose,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/Italy/TAA-MUIV-0135/2020,Figure 1F,Virus isolate,NT50,=,0.1,NULL,NULL,10,2022-06-14
Rossler22c,AZD_2dose,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/Italy/TAA-MUIV-0135/2020,Figure 1F,Virus isolate,NT50,=,0.1,NULL,NULL,10,2022-06-14
Rossler22c,AZD_BNT,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/Italy/TAA-MUIV-0135/2020,Figure 1F,Virus isolate,NT50,=,0.2,NULL,NULL,10,2022-06-14
Rossler22c,BNT_2dose,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/Italy/TAA-MUIV-0135/2020,Figure 1F,Virus isolate,NT50,=,0.1,NULL,NULL,11,2022-06-14
Rossler22c,VP_2dose_BTI_BA.1,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/Italy/TAA-MUIV-0135/2020,Figure 1F,Virus isolate,NT50,=,0.3,NULL,NULL,14,2022-06-14
Rossler22c,VP_2dose_BTI_BA.2,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/Italy/TAA-MUIV-0135/2020,Figure 1F,Virus isolate,NT50,=,0.4,NULL,NULL,8,2022-06-14
Rossler22c,VP_2dose_BTI_BA.1_reinf,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/Italy/TAA-MUIV-0135/2020,Figure 1F,Virus isolate,NT50,=,0.7,NULL,NULL,11,2022-06-14
Rossler22c,AZD_2dose_BTI_Delta,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/Italy/TAA-MUIV-0135/2020,Figure 1F,Virus isolate,NT50,=,0.3,NULL,NULL,6,2022-06-14
Rossler22c,BNT_2dose_BTI_Delta,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/Italy/TAA-MUIV-0135/2020,Figure 1F,Virus isolate,NT50,=,0.2,NULL,NULL,22,2022-06-14
Rossler22c,CP_WT,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/USA/NY-MSHSPSP-PV29995/2021,Figure 1G,Virus isolate,NT50,=,0.1,NULL,NULL,10,2022-06-14
Rossler22c,CP_Alpha,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/USA/NY-MSHSPSP-PV29995/2021,Figure 1G,Virus isolate,NT50,=,0.3,NULL,NULL,10,2022-06-14
Rossler22c,CP_Beta,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/USA/NY-MSHSPSP-PV29995/2021,Figure 1G,Virus isolate,NT50,=,1.1,NULL,NULL,8,2022-06-14
Rossler22c,CP_Delta,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/USA/NY-MSHSPSP-PV29995/2021,Figure 1G,Virus isolate,NT50,=,0.1,NULL,NULL,7,2022-06-14
Rossler22c,CP_BA.1,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/USA/NY-MSHSPSP-PV29995/2021,Figure 1G,Virus isolate,NT50,=,4.8,NULL,NULL,18,2022-06-14
Rossler22c,CP_BA.2,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/USA/NY-MSHSPSP-PV29995/2021,Figure 1G,Virus isolate,NT50,=,20.4,NULL,NULL,12,2022-06-14
Rossler22c,CP_BA.1_reinf,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/USA/NY-MSHSPSP-PV29995/2021,Figure 1G,Virus isolate,NT50,=,0.3,NULL,NULL,15,2022-06-14
Rossler22c,CP_BA.2_reinf,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/USA/NY-MSHSPSP-PV29995/2021,Figure 1G,Virus isolate,NT50,=,1.4,NULL,NULL,3,2022-06-14
Rossler22c,MOD_2dose,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/USA/NY-MSHSPSP-PV29995/2021,Figure 1G,Virus isolate,NT50,=,0.3,NULL,NULL,10,2022-06-14
Rossler22c,AZD_2dose,hCoV-19/Austria/MUIV-0252/2022,hCoV-19/USA/NY-MSHSPSP-PV29995/2021,Figure 1G,Virus isolate,NT50,=,0.1,NULL,NULL,10,2022-06-14
