ref_name,rx_name,control_iso_name,iso_name,section,assay_name,potency_type,fold_cmp,fold,resistance_level,ineffective,cumulative_count,date_added
Dejnirattisai21,Cilgavimab,VIC,P.1 full genome,"TableS2, Figure 3",authentic virus,IC50,=,0.5,NULL,NULL,1,2021-03-17
Dejnirattisai21,Tixagevimab,VIC,P.1 full genome,"TableS2, Figure 3",authentic virus,IC50,=,8.8,NULL,NULL,1,2021-03-17
Dejnirattisai21,AZD7442,VIC,P.1 full genome,"TableS2, Figure 3",authentic virus,IC50,=,0.7,NULL,NULL,1,2021-03-17
Dejnirattisai21,Imdevimab,VIC,P.1 full genome,"TableS2, Figure 3",authentic virus,IC50,=,0.4,NULL,NULL,1,2021-03-17
Dejnirattisai21,Casirivimab,VIC,P.1 full genome,"TableS2, Figure 3",authentic virus,IC50,=,1455.2,NULL,NULL,1,2021-03-17
Dejnirattisai21,ADG10,VIC,P.1 full genome,"TableS2, Figure 3",authentic virus,IC50,=,0.5,NULL,NULL,1,2021-03-17
Dejnirattisai21,ADG20,VIC,P.1 full genome,"TableS2, Figure 3",authentic virus,IC50,=,2.2,NULL,NULL,1,2021-03-17
Dejnirattisai21,ADG30,VIC,P.1 full genome,"TableS2, Figure 3",authentic virus,IC50,=,0.3,NULL,NULL,1,2021-03-17
Dejnirattisai21,Bamlanivimab,VIC,P.1 full genome,"TableS2, Figure 3",authentic virus,IC50,>,1545.3,NULL,NULL,1,2021-03-17
Dejnirattisai21,Etesevimab,VIC,P.1 full genome,"TableS2, Figure 3",authentic virus,IC50,>,291.2,NULL,NULL,1,2021-03-17
Dejnirattisai21,Vir-7831,VIC,P.1 full genome,"TableS2, Figure 3",authentic virus,IC50,=,1.9,NULL,NULL,1,2021-03-17
Dejnirattisai21,Fab 222,VIC,B.1.1.7 full genome,Figure 5,authentic virus,IC50,=,0.8,NULL,NULL,1,2021-04-17
Dejnirattisai21,Fab 222,VIC,B.1.351 full genome,Figure 5,authentic virus,IC50,=,0.8,NULL,NULL,1,2021-04-17
Dejnirattisai21,Fab 222,VIC,P.1 full genome,Figure 5,authentic virus,IC50,=,0.5,NULL,NULL,1,2021-04-17
Dejnirattisai21,Fab 150,VIC,B.1.1.7 full genome,Figure 5,authentic virus,IC50,=,8.0,NULL,NULL,1,2021-04-17
Dejnirattisai21,Fab 150,VIC,B.1.351 full genome,Figure 5,authentic virus,IC50,=,29.4,NULL,NULL,1,2021-04-17
Dejnirattisai21,Fab 150,VIC,P.1 full genome,Figure 5,authentic virus,IC50,=,0.8,NULL,NULL,1,2021-04-17
Dejnirattisai21,Fab 158,VIC,B.1.1.7 full genome,Figure 5,authentic virus,IC50,=,10.4,NULL,NULL,1,2021-04-17
Dejnirattisai21,Fab 158,VIC,B.1.351 full genome,Figure 5,authentic virus,IC50,=,395.2,NULL,NULL,1,2021-04-17
Dejnirattisai21,Fab 158,VIC,P.1 full genome,Figure 5,authentic virus,IC50,=,139.7,NULL,NULL,1,2021-04-17
Dejnirattisai21,Fab 175,VIC,B.1.1.7 full genome,Figure 5,authentic virus,IC50,=,22.6,NULL,NULL,1,2021-04-17
Dejnirattisai21,Fab 175,VIC,B.1.351 full genome,Figure 5,authentic virus,IC50,=,512.5,NULL,NULL,1,2021-04-17
Dejnirattisai21,Fab 175,VIC,P.1 full genome,Figure 5,authentic virus,IC50,=,512.5,NULL,NULL,1,2021-04-17
Dejnirattisai21,222HC + 222LC,VIC,B.1.1.7 full genome,Figure 5,authentic virus,IC50,=,1.0,NULL,NULL,1,2021-04-17
Dejnirattisai21,222HC + 222LC,VIC,B.1.351 full genome,Figure 5,authentic virus,IC50,=,1.3,NULL,NULL,1,2021-04-17
Dejnirattisai21,222HC + 222LC,VIC,P.1 full genome,Figure 5,authentic virus,IC50,=,0.8,NULL,NULL,1,2021-04-17
Dejnirattisai21,150HC + 222LC,VIC,B.1.1.7 full genome,Figure 5,authentic virus,IC50,=,1.0,NULL,NULL,1,2021-04-17
Dejnirattisai21,150HC + 222LC,VIC,B.1.351 full genome,Figure 5,authentic virus,IC50,=,0.5,NULL,NULL,1,2021-04-17
Dejnirattisai21,150HC + 222LC,VIC,P.1 full genome,Figure 5,authentic virus,IC50,=,0.4,NULL,NULL,1,2021-04-17
Dejnirattisai21,158HC + 222LC,VIC,B.1.1.7 full genome,Figure 5,authentic virus,IC50,=,0.4,NULL,NULL,1,2021-04-17
Dejnirattisai21,158HC + 222LC,VIC,B.1.351 full genome,Figure 5,authentic virus,IC50,=,1.0,NULL,NULL,1,2021-04-17
Dejnirattisai21,158HC + 222LC,VIC,P.1 full genome,Figure 5,authentic virus,IC50,=,0.3,NULL,NULL,1,2021-04-17
Dejnirattisai21,269HC + 222LC,VIC,B.1.1.7 full genome,Figure 5,authentic virus,IC50,=,0.06,NULL,NULL,1,2021-04-17
Dejnirattisai21,269HC + 222LC,VIC,P.1 full genome,Figure 5,authentic virus,IC50,=,1,NULL,NULL,1,2021-04-17
