iso_name,var_name,site_directed,gisaid_id,genbank_accn,expandable
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150015939rep/2020,A.2,FALSE,7473143,NULL,TRUE
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150020556rep/2020,A.2,FALSE,7473130,NULL,TRUE
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150020895rep/2020,A.2,FALSE,7473137,NULL,TRUE
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150021281/2020,A.2,FALSE,7473144,NULL,TRUE
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150021369rep/2020,A.2,FALSE,7473141,NULL,TRUE
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150030383rep/2020,A.2,FALSE,7473140,NULL,TRUE
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150030462rep/2020,A.2,FALSE,7473134,NULL,TRUE
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150033624rep/2020,A.2,FALSE,7473135,NULL,TRUE
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150033879rep/2020,A.2,FALSE,7473138,NULL,TRUE
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150036945rep/2020,A.2,FALSE,7473142,NULL,TRUE
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150040093rep/2020,A.2,FALSE,7473133,NULL,TRUE
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150044235rep/2020,A.2,FALSE,7473131,NULL,TRUE
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150044646rep/2020,A.2,FALSE,7473132,NULL,TRUE
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150049875rep/2020,A.2,FALSE,7473139,NULL,TRUE
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150058747rep/2020,A.2,FALSE,7473136,NULL,TRUE
hCoV-19/Canary_Islands/HUNSC_ITER_150018698rep/2020,A.2,FALSE,7473129,NULL,TRUE
