ref_name,subject_name,rx_name,start_date_cmp,start_date,end_date_cmp,end_date,dosage,dosage_unit,section
Copin21,Hospitalized low dose patients,REGEN-COV,<,2021-02-21,<,2021-02-21,2400,mg,NULL
Copin21,Hospitalized high dose patients,REGEN-COV,<,2021-02-21,<,2021-02-21,8000,mg,NULL
Copin21,Non-hospitalized low dose patients,REGEN-COV,<,2021-02-21,<,2021-02-21,2400,mg,NULL
Copin21,Non-hospitalized high dose patients,REGEN-COV,<,2021-02-21,<,2021-02-21,8000,mg,NULL
Copin21,REGEN-COV prevention low dose hamsters,REGEN-COV,<,2020-12-23,<,2020-12-23,5,mg/kg,NULL
Copin21,REGN10933 prevention low dose hamsters,REGN10933,<,2020-12-23,<,2020-12-23,5,mg/kg,NULL
Copin21,REGN10987 prevention low dose hamsters,REGN10987,<,2020-12-23,<,2020-12-23,5,mg/kg,NULL
Copin21,REGEN-COV treatment low dose hamsters,REGEN-COV,<,2020-12-26,<,2020-12-26,5,mg/kg,NULL
Copin21,REGN10933 treatment low dose hamsters,REGN10933,<,2020-12-26,<,2020-12-26,5,mg/kg,NULL
Copin21,REGN10987 treatment low dose hamsters,REGN10987,<,2020-12-26,<,2020-12-26,5,mg/kg,NULL
Copin21,REGEN-COV prevention high dose hamsters,REGEN-COV,<,2020-12-23,<,2020-12-23,50,mg/kg,NULL
Copin21,REGN10933 prevention high dose hamsters,REGN10933,<,2020-12-23,<,2020-12-23,50,mg/kg,NULL
Copin21,REGN10987 prevention high dose hamsters,REGN10987,<,2020-12-23,<,2020-12-23,50,mg/kg,NULL
Copin21,REGEN-COV treatment high dose hamsters,REGEN-COV,<,2020-12-26,<,2020-12-26,50,mg/kg,NULL
Copin21,REGN10933 treatment high dose hamsters,REGN10933,<,2020-12-26,<,2020-12-26,50,mg/kg,NULL
Copin21,REGN10987 treatment high dose hamsters,REGN10987,<,2020-12-26,<,2020-12-26,50,mg/kg,NULL
