ref_name,subject_name,rx_name,collection_date_cmp,collection_date,location,cumulative_group,section
Niyomnaitham22,CoronaVac_ChAdOx1_BNT162b2,CoronaVac_ChAdOx1,~,2021-06-15,Thailand,CoronaVac_ChAdOx1_BNT162b2,Study design
Niyomnaitham22,CoronaVac_BNT162b2,CoronaVac_BNT162b2,~,2021-06-15,Thailand,CoronaVac_BNT162b2,Study design
Niyomnaitham22,ChAdOx1_CoronaVac_BNT162b2,ChAdOx1_CoronaVac,~,2021-06-15,Thailand,ChAdOx1_CoronaVac_BNT162b2,Study design
Niyomnaitham22,ChAdOx1_BNT162b2,ChAdOx1_BNT162b2,~,2021-06-15,Thailand,ChAdOx1_BNT162b2,Study design
Niyomnaitham22,BNT162b2_CoronaVac,BNT162b2_CoronaVac,~,2021-06-15,Thailand,BNT162b2_CoronaVac,Study design
Niyomnaitham22,BNT162b2_ChAdOx1,BNT162b2_ChAdOx1,~,2021-06-15,Thailand,BNT162b2_ChAdOx1,Study design
Niyomnaitham22,BNT162b2_2dose,BNT162b2_2dose,~,2021-06-15,Thailand,BNT162b2_2dose,Study design
Niyomnaitham22,CoronaVac_ChAdOx1_BNT162b2,CoronaVac_ChAdOx1_BNT162b2_2dose,~,2021-06-15,Thailand,CoronaVac_ChAdOx1_BNT162b2,Study design
Niyomnaitham22,CoronaVac_ChAdOx1_BNT162b2,CoronaVac_ChAdOx1_BNT162b2_3dose,~,2021-09-15,Thailand,CoronaVac_ChAdOx1_BNT162b2,Study design
Niyomnaitham22,ChAdOx1_CoronaVac_BNT162b2,ChAdOx1_CoronaVac_BNT162b2_2dose,~,2021-06-15,Thailand,ChAdOx1_CoronaVac_BNT162b2,Study design
Niyomnaitham22,ChAdOx1_CoronaVac_BNT162b2,ChAdOx1_CoronaVac_BNT162b2_3dose,~,2021-09-15,Thailand,ChAdOx1_CoronaVac_BNT162b2,Study design
