ref_name,rx_name,ab_name
Uraki23,Remdesivir,Remdesivir
Uraki23,Remdesivir,Remdesivir
Uraki23,Remdesivir,Remdesivir
Uraki23,Remdesivir,Remdesivir
Uraki23,Molnupiravir,Molnupiravir
Uraki23,Molnupiravir,Molnupiravir
Uraki23,Molnupiravir,Molnupiravir
Uraki23,Molnupiravir,Molnupiravir
Uraki23,Nirmatrelvir,Nirmatrelvir
Uraki23,Nirmatrelvir,Nirmatrelvir
Uraki23,Nirmatrelvir,Nirmatrelvir
Uraki23,Nirmatrelvir,Nirmatrelvir
Uraki23,Ensitrelvir,Ensitrelvir
Uraki23,Ensitrelvir,Ensitrelvir
Uraki23,Ensitrelvir,Ensitrelvir
Uraki23,Ensitrelvir,Ensitrelvir
