ref_name,rx_name,control_iso_name,iso_name,ordinal_number,section,fold_cmp,fold,inhibition_pcnt,resistance_level,ineffective,cumulative_count,assay,date_added
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,1,Figure 6,=,7.6,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,2,Figure 6,=,4.4,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,3,Figure 6,=,6.9,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,4,Figure 6,=,14.0,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,5,Figure 6,=,15.9,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,6,Figure 6,=,11.6,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,7,Figure 6,=,1.1,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,8,Figure 6,=,3.5,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,9,Figure 6,=,2.9,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,10,Figure 6,=,6.1,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,11,Figure 6,=,15.5,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,12,Figure 6,=,14.6,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,13,Figure 6,=,2.5,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,14,Figure 6,=,3.5,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,15,Figure 6,=,3.6,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,16,Figure 6,=,3.3,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,17,Figure 6,=,6.3,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,18,Figure 6,=,6.7,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,19,Figure 6,=,8.2,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,20,Figure 6,=,26.7,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,21,Figure 6,=,22.7,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,22,Figure 6,=,6.2,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,23,Figure 6,=,4.9,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,24,Figure 6,=,5.8,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,25,Figure 6,=,6.4,0,NULL,NULL,1,authentic virus,2021-03-23
Emary21,AZD1222,Wuhan-Hu-1,B.1.1.7 full genome,26,Figure 6,=,8.3,0,NULL,NULL,1,authentic virus,2021-03-23
