ref_name,rx_name,control_iso_name,iso_name,ordinal_number,section,fold_cmp,fold,potency_type,resistance_level,ineffective,cumulative_count,assay,date_added
Widera21,Bamlanivimab,Wuhan-Hu-1,B.1.1.7 full genome,1,Table 1,=,1,IC50,NULL,NULL,1,authentic virus,2021-03-10
Widera21,CP,Wuhan-Hu-1,B.1.1.7 full genome,1,Table 1,=,8,IC50,NULL,NULL,1,authentic virus,2021-03-10
Widera21,CP,Wuhan-Hu-1,B.1.1.7 full genome,4,Table 1,=,2,IC50,NULL,NULL,1,authentic virus,2021-03-10
Widera21,CP,Wuhan-Hu-1,B.1.1.7 full genome,5,Table 1,=,8,IC50,NULL,NULL,1,authentic virus,2021-03-10
Widera21,CP,Wuhan-Hu-1,B.1.1.7 full genome,6,Table 1,=,16,IC50,NULL,NULL,1,authentic virus,2021-03-10
Widera21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,1,Table 1,=,4,IC50,NULL,NULL,1,authentic virus,2021-03-10
Widera21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,2,Table 1,=,16,IC50,NULL,NULL,1,authentic virus,2021-03-10
Widera21,BNT162b2_infected,Wuhan-Hu-1,B.1.1.7 full genome,1,Table 1,=,8,IC50,NULL,NULL,1,authentic virus,2021-03-10
Widera21,CP,Wuhan-Hu-1,B.1.351 full genome,5,Table 1,=,8,IC50,NULL,NULL,1,authentic virus,2021-03-10
Widera21,CP,Wuhan-Hu-1,B.1.351 full genome,6,Table 1,=,16,IC50,NULL,NULL,1,authentic virus,2021-03-10
Widera21,CP,Wuhan-Hu-1,B.1.351 full genome,8,Table 1,=,4,IC50,NULL,NULL,1,authentic virus,2021-03-10
Widera21,CP,Wuhan-Hu-1,B.1.351 full genome,10,Table 1,=,16,IC50,NULL,NULL,1,authentic virus,2021-03-10
Widera21,BNT162b2,Wuhan-Hu-1,B.1.351 full genome,1,Table 1,=,4,IC50,NULL,NULL,1,authentic virus,2021-03-10
Widera21,BNT162b2,Wuhan-Hu-1,B.1.351 full genome,2,Table 1,=,8,IC50,NULL,NULL,1,authentic virus,2021-03-10
Widera21,BNT162b2_infected,Wuhan-Hu-1,B.1.351 full genome,1,Table 1,=,8,IC50,NULL,NULL,1,authentic virus,2021-03-10
Widera21,CP,Wuhan-Hu-1,P.2 full genome,2,Table 1,=,4,IC50,NULL,NULL,1,authentic virus,2021-03-10
Widera21,CP,Wuhan-Hu-1,P.2 full genome,5,Table 1,=,8,IC50,NULL,NULL,1,authentic virus,2021-03-10
Widera21,CP,Wuhan-Hu-1,P.2 full genome,6,Table 1,=,16,IC50,NULL,NULL,1,authentic virus,2021-03-10
Widera21,CP,Wuhan-Hu-1,P.2 full genome,8,Table 1,=,8,IC50,NULL,NULL,1,authentic virus,2021-03-10
Widera21,CP,Wuhan-Hu-1,P.2 full genome,10,Table 1,=,8,IC50,NULL,NULL,1,authentic virus,2021-03-10
Widera21,BNT162b2,Wuhan-Hu-1,P.2 full genome,1,Table 1,=,4,IC50,NULL,NULL,1,authentic virus,2021-03-10
Widera21,BNT162b2,Wuhan-Hu-1,P.2 full genome,2,Table 1,=,16,IC50,NULL,NULL,1,authentic virus,2021-03-10
Widera21,BNT162b2_infected,Wuhan-Hu-1,P.2 full genome,1,Table 1,=,16,IC50,NULL,NULL,1,authentic virus,2021-03-10
