ref_name,rx_name,control_iso_name,iso_name,ordinal_number,section,fold_cmp,fold,potency_type,resistance_level,ineffective,cumulative_count,assay,date_added
Brown21,CP,B.1 full genome,B.1.1.7 full genome,1,Figure 4A,=,1.8,IC50,NULL,NULL,1,authentic virus,2021-03-16
Brown21,CP,B.1 full genome,B.1.1.7 full genome,2,Figure 4A,=,0.8,IC50,NULL,NULL,1,authentic virus,2021-03-16
Brown21,CP,B.1 full genome,B.1.1.7 full genome,3,Figure 4A,=,0.9,IC50,NULL,NULL,1,authentic virus,2021-03-16
Brown21,CP,B.1 full genome,B.1.1.7 full genome,4,Figure 4A,=,0.6,IC50,NULL,NULL,1,authentic virus,2021-03-16
Brown21,CP,B.1 full genome,B.1.1.7 full genome,5,Figure 4A,=,0.8,IC50,NULL,NULL,1,authentic virus,2021-03-16
Brown21,CP,B.1 full genome,B.1.1.7 full genome,6,Figure 4A,=,0.5,IC50,NULL,NULL,1,authentic virus,2021-03-16
Brown21,CP,B.1 full genome,B.1.1.7 full genome,7,Figure 4A,=,0.6,IC50,NULL,NULL,1,authentic virus,2021-03-16
Brown21,CP,B.1 full genome,B.1.1.7 full genome,8,Figure 4A,=,0.4,IC50,NULL,NULL,1,authentic virus,2021-03-16
Brown21,CP_B.1.1.7,B.1.1.7 full genome,B.1 full genome,1,Figure 4A,=,1.3,IC50,NULL,NULL,1,authentic virus,2021-03-16
Brown21,CP_B.1.1.7,B.1.1.7 full genome,B.1 full genome,2,Figure 4A,=,1.3,IC50,NULL,NULL,1,authentic virus,2021-03-16
Brown21,CP_B.1.1.7,B.1.1.7 full genome,B.1 full genome,3,Figure 4A,=,1.9,IC50,NULL,NULL,1,authentic virus,2021-03-16
Brown21,CP_B.1.1.7,B.1.1.7 full genome,B.1 full genome,4,Figure 4A,=,4.6,IC50,NULL,NULL,1,authentic virus,2021-03-16
Brown21,CP_B.1.1.7,B.1.1.7 full genome,B.1 full genome,5,Figure 4A,=,3.4,IC50,NULL,NULL,1,authentic virus,2021-03-16
Brown21,CP_B.1.1.7,B.1.1.7 full genome,B.1 full genome,6,Figure 4A,=,3.7,IC50,NULL,NULL,1,authentic virus,2021-03-16
Brown21,CP_B.1.1.7,B.1.1.7 full genome,B.1 full genome,7,Figure 4A,=,5.3,IC50,NULL,NULL,1,authentic virus,2021-03-16
Brown21,CP_B.1.1.7,B.1.1.7 full genome,B.1 full genome,8,Figure 4A,=,2.2,IC50,NULL,NULL,1,authentic virus,2021-03-16
Brown21,CP,S:614G,B.1.1.7 Spike,1,Figure 4B,=,0.8,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-16
Brown21,CP,S:614G,B.1.1.7 Spike,2,Figure 4B,=,1.1,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-16
Brown21,CP,S:614G,B.1.1.7 Spike,3,Figure 4B,=,0.8,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-16
Brown21,CP,S:614G,B.1.1.7 Spike,4,Figure 4B,=,0.8,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-16
Brown21,CP,S:614G,B.1.1.7 Spike,5,Figure 4B,=,0.7,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-16
Brown21,CP_B.1.1.7,B.1.1.7 Spike,S:614G,1,Figure 4B,=,4,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-16
Brown21,CP_B.1.1.7,B.1.1.7 Spike,S:614G,2,Figure 4B,=,2.5,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-16
Brown21,CP_B.1.1.7,B.1.1.7 Spike,S:614G,3,Figure 4B,=,1.6,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-16
Brown21,BNT162b2_infected,B.1 full genome,B.1.1.7 full genome,1,Figure 4C,=,3.9,IC50,NULL,NULL,1,authentic virus,2021-03-16
Brown21,BNT162b2_infected,B.1 full genome,B.1.1.7 full genome,2,Figure 4C,=,2.0,IC50,NULL,NULL,1,authentic virus,2021-03-16
Brown21,BNT162b2_infected,B.1 full genome,B.1.1.7 full genome,3,Figure 4C,=,1.75,IC50,NULL,NULL,1,authentic virus,2021-03-16
Brown21,BNT162b2_infected,B.1 full genome,B.1.1.7 full genome,4,Figure 4C,=,1.45,IC50,NULL,NULL,1,authentic virus,2021-03-16
Brown21,BNT162b2_infected,B.1 full genome,B.1.1.7 full genome,5,Figure 4C,=,1.4,IC50,NULL,NULL,1,authentic virus,2021-03-16
Brown21,BNT162b2,B.1 full genome,B.1.1.7 full genome,6,Figure 4C,=,1.3,IC50,NULL,NULL,1,authentic virus,2021-03-16
Brown21,BNT162b2,B.1 full genome,B.1.1.7 full genome,7,Figure 4C,=,0.7,IC50,NULL,NULL,1,authentic virus,2021-03-16
Brown21,BNT162b2,B.1 full genome,B.1.1.7 full genome,8,Figure 4C,=,0.8,IC50,NULL,NULL,1,authentic virus,2021-03-16
