ref_name,rx_name,control_iso_name,iso_name,ordinal_number,section,fold_cmp,fold,potency_type,resistance_level,ineffective,cumulative_count,assay_name,date_added
Tang21,CP,Wuhan-Hu-1,B.1.429 Spike,1,Supplementary table 3,=,9.8,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,B.1.429 Spike,2,Supplementary table 3,=,3,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,B.1.429 Spike,3,Supplementary table 3,=,1.4,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,B.1.429 Spike,4,Supplementary table 3,=,2.9,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,B.1.429 Spike,6,Supplementary table 3,=,1.7,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,B.1.429 Spike,7,Supplementary table 3,=,0.7,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,B.1.429 Spike,8,Supplementary table 3,=,0.8,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,B.1.429 Spike,9,Supplementary table 3,=,4.5,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,B.1.1.7 Spike,1,Supplementary table 3,=,4.6,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,B.1.1.7 Spike,2,Supplementary table 3,=,2.9,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,B.1.1.7 Spike,3,Supplementary table 3,=,1.2,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,B.1.1.7 Spike,4,Supplementary table 3,=,4.5,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,B.1.1.7 Spike,6,Supplementary table 3,=,3.3,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,B.1.1.7 Spike,7,Supplementary table 3,=,2.5,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,B.1.1.7 Spike,8,Supplementary table 3,=,3.4,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,B.1.1.7 Spike,9,Supplementary table 3,=,8.5,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,P.1 Spike,1,Supplementary table 3,=,0.8,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,P.1 Spike,2,Supplementary table 3,=,2.9,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,P.1 Spike,3,Supplementary table 3,=,1.8,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,P.1 Spike,4,Supplementary table 3,=,5,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,P.1 Spike,7,Supplementary table 3,=,2.8,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,P.1 Spike,9,Supplementary table 3,=,7,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,B.1.351 Spike,1,Supplementary table 3,=,2.3,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,B.1.351 Spike,2,Supplementary table 3,=,14.5,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,B.1.351 Spike,3,Supplementary table 3,=,4.3,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,CP,Wuhan-Hu-1,B.1.351 Spike,9,Supplementary table 3,=,16.5,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,hCoV-2IG,Wuhan-Hu-1,B.1.429 Spike,1,Supplementary table 3,=,1.4,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,hCoV-2IG,Wuhan-Hu-1,B.1.429 Spike,2,Supplementary table 3,=,2.2,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,hCoV-2IG,Wuhan-Hu-1,B.1.429 Spike,3,Supplementary table 3,=,1.6,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,hCoV-2IG,Wuhan-Hu-1,B.1.429 Spike,4,Supplementary table 3,=,1.2,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,hCoV-2IG,Wuhan-Hu-1,B.1.429 Spike,5,Supplementary table 3,=,1.2,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,hCoV-2IG,Wuhan-Hu-1,B.1.429 Spike,6,Supplementary table 3,=,2.8,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,hCoV-2IG,Wuhan-Hu-1,B.1.1.7 Spike,1,Supplementary table 3,=,1.6,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
Tang21,hCoV-2IG,Wuhan-Hu-1,B.1.1.7 Spike,2,Supplementary table 3,=,2.4,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-22
