ref_name,rx_name,control_iso_name,iso_name,ordinal_number,section,fold_cmp,fold,inhibition_pcnt,resistance_level,ineffective,cumulative_count,assay,date_added
Shen21b,CP_Ser_02,S:614G,B.1.351 Spike,1,Supplementary table 1,=,6,0,NULL,NULL,1,lentivirus pseudovirus,2021-04-08
Shen21b,CP_Ser_11,S:614G,B.1.351 Spike,1,Supplementary table 1,=,3.1,0,NULL,NULL,1,lentivirus pseudovirus,2021-04-08
Shen21b,CP_Ser_14,S:614G,B.1.351 Spike,1,Supplementary table 1,=,9.4,0,NULL,NULL,1,lentivirus pseudovirus,2021-04-08
Shen21b,CP_Ser_18,S:614G,B.1.351 Spike,1,Supplementary table 1,=,30.5,0,NULL,NULL,1,lentivirus pseudovirus,2021-04-08
Shen21b,CP_Ser_19,S:614G,B.1.351 Spike,1,Supplementary table 1,=,18.4,0,NULL,NULL,1,lentivirus pseudovirus,2021-04-08
Shen21b,CP_Ser_20,S:614G,B.1.351 Spike,1,Supplementary table 1,=,60.5,0,NULL,NULL,1,lentivirus pseudovirus,2021-04-08
Shen21b,CP_Ser_47,S:614G,B.1.351 Spike,1,Supplementary table 1,=,98.8,0,NULL,NULL,1,lentivirus pseudovirus,2021-04-08
Shen21b,CP_Ser_48,S:614G,B.1.351 Spike,1,Supplementary table 1,=,22.3,0,NULL,NULL,1,lentivirus pseudovirus,2021-04-08
Shen21b,CP_Ser_58,S:614G,B.1.351 Spike,1,Supplementary table 1,=,19,0,NULL,NULL,1,lentivirus pseudovirus,2021-04-08
Shen21b,CP_Ser_60,S:614G,B.1.351 Spike,1,Supplementary table 1,=,23.6,0,NULL,NULL,1,lentivirus pseudovirus,2021-04-08
Shen21b,Mod_Ser_03,S:614G,B.1.351 Spike,1,Supplementary table 1,=,13.1,0,NULL,NULL,1,lentivirus pseudovirus,2021-04-08
Shen21b,Mod_Ser_05,S:614G,B.1.351 Spike,1,Supplementary table 1,=,7.1,0,NULL,NULL,1,lentivirus pseudovirus,2021-04-08
Shen21b,Mod_Ser_06,S:614G,B.1.351 Spike,1,Supplementary table 1,=,4.8,0,NULL,NULL,1,lentivirus pseudovirus,2021-04-08
Shen21b,Mod_Ser_07,S:614G,B.1.351 Spike,1,Supplementary table 1,=,7.7,0,NULL,NULL,1,lentivirus pseudovirus,2021-04-08
Shen21b,Mod_Ser_08,S:614G,B.1.351 Spike,1,Supplementary table 1,=,11.7,0,NULL,NULL,1,lentivirus pseudovirus,2021-04-08
Shen21b,Mod_Ser_09,S:614G,B.1.351 Spike,1,Supplementary table 1,=,5.9,0,NULL,NULL,1,lentivirus pseudovirus,2021-04-08
Shen21b,Mod_Ser_17,S:614G,B.1.351 Spike,1,Supplementary table 1,=,12.5,0,NULL,NULL,1,lentivirus pseudovirus,2021-04-08
Shen21b,Mod_Ser_23,S:614G,B.1.351 Spike,1,Supplementary table 1,=,5.5,0,NULL,NULL,1,lentivirus pseudovirus,2021-04-08
Shen21b,Mod_Ser_26,S:614G,B.1.351 Spike,1,Supplementary table 1,=,8,0,NULL,NULL,1,lentivirus pseudovirus,2021-04-08
Shen21b,Mod_Ser_28,S:614G,B.1.351 Spike,1,Supplementary table 1,=,27.1,0,NULL,NULL,1,lentivirus pseudovirus,2021-04-08
