ref_name,rx_name,control_iso_name,iso_name,ordinal_number,section,fold_cmp,fold,inhibition_pcnt,resistance_level,ineffective,cumulative_count,assay,date_added
Sapkal21c,CP_2nd_wave_9,B.1 full genome,B.1.617.2 full genome,1,"Figure 1E, 1F, 1G",=,2.7,50,NULL,NULL,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_1,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",=,2.1,50,NULL,NULL,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_2,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",=,2.3,50,NULL,NULL,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_3,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",>,7.8,50,NULL,experimental,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_4,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",=,1.8,50,NULL,NULL,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_5,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",>,6.9,50,NULL,experimental,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_6,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",=,1.9,50,NULL,NULL,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_7,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",=,2.5,50,NULL,NULL,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_8,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",=,2.4,50,NULL,NULL,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_9,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",=,2.3,50,NULL,NULL,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_10,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",=,2.5,50,NULL,NULL,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_11,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",=,2.1,50,NULL,NULL,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_12,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",=,2.3,50,NULL,NULL,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_13,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",=,2.5,50,NULL,NULL,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_14,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",=,1.2,50,NULL,NULL,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_15,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",>,399,50,NULL,experimental,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_16,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",=,1.7,50,NULL,NULL,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_17,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",>,1.9,50,NULL,experimental,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_18,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",>,1.9,50,NULL,experimental,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_19,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",>,294,50,NULL,experimental,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_20,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",>,255,50,NULL,experimental,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_21,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",=,1.6,50,NULL,both,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_22,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",=,173,50,NULL,both,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_23,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",=,165,50,NULL,both,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_24,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",=,0.7,50,NULL,both,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_25,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",=,125,50,NULL,both,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_26,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",=,110,50,NULL,both,1,authentic virus,2021-07-12
Sapkal21c,AZD_1st_27,B.1 full genome,B.1.617.2 full genome,1,"Figure 1A, 1F, 1G",=,0,50,NULL,both,1,authentic virus,2021-07-12
