ref_name,rx_name,control_iso_name,iso_name,ordinal_number,section,fold_cmp,fold,potency_type,resistance_level,ineffective,cumulative_count,assay,date_added
Liu21d,BNT162b2_1,WA1,B.1.429 Spike,1,Table S1,=,1.4,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_2,WA1,B.1.429 Spike,1,Table S1,=,2.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_3,WA1,B.1.429 Spike,1,Table S1,=,1.4,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_4,WA1,B.1.429 Spike,1,Table S1,=,2.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_5,WA1,B.1.429 Spike,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_6,WA1,B.1.429 Spike,1,Table S1,=,1.4,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_7,WA1,B.1.429 Spike,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_8,WA1,B.1.429 Spike,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_9,WA1,B.1.429 Spike,1,Table S1,=,1.4,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_10,WA1,B.1.429 Spike,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_11,WA1,B.1.429 Spike,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_12,WA1,B.1.429 Spike,1,Table S1,=,2.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_13,WA1,B.1.429 Spike,1,Table S1,=,2.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_14,WA1,B.1.429 Spike,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_15,WA1,B.1.429 Spike,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_16,WA1,B.1.429 Spike,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_17,WA1,B.1.429 Spike,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_18,WA1,B.1.429 Spike,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_19,WA1,B.1.429 Spike,1,Table S1,=,2.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_20,WA1,B.1.429 Spike,1,Table S1,=,2.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_1,WA1,B.1.526 Spike,1,Table S1,=,1.4,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_2,WA1,B.1.526 Spike,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_3,WA1,B.1.526 Spike,1,Table S1,=,0.7,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_4,WA1,B.1.526 Spike,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_5,WA1,B.1.526 Spike,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_6,WA1,B.1.526 Spike,1,Table S1,=,0.7,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_7,WA1,B.1.526 Spike,1,Table S1,=,2.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_8,WA1,B.1.526 Spike,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_9,WA1,B.1.526 Spike,1,Table S1,=,1.4,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_10,WA1,B.1.526 Spike,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_11,WA1,B.1.526 Spike,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_12,WA1,B.1.526 Spike,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_13,WA1,B.1.526 Spike,1,Table S1,=,2.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_14,WA1,B.1.526 Spike,1,Table S1,=,2.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_15,WA1,B.1.526 Spike,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_16,WA1,B.1.526 Spike,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_17,WA1,B.1.526 Spike,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_18,WA1,B.1.526 Spike,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_19,WA1,B.1.526 Spike,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_20,WA1,B.1.526 Spike,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_1,WA1,B.1.1.7 Spike+S:484K,1,Table S1,=,0.7,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_2,WA1,B.1.1.7 Spike+S:484K,1,Table S1,=,2.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_3,WA1,B.1.1.7 Spike+S:484K,1,Table S1,=,0.7,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_4,WA1,B.1.1.7 Spike+S:484K,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_5,WA1,B.1.1.7 Spike+S:484K,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_6,WA1,B.1.1.7 Spike+S:484K,1,Table S1,=,1.4,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_7,WA1,B.1.1.7 Spike+S:484K,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_8,WA1,B.1.1.7 Spike+S:484K,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_9,WA1,B.1.1.7 Spike+S:484K,1,Table S1,=,0.7,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_10,WA1,B.1.1.7 Spike+S:484K,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_11,WA1,B.1.1.7 Spike+S:484K,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_12,WA1,B.1.1.7 Spike+S:484K,1,Table S1,=,0.5,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_13,WA1,B.1.1.7 Spike+S:484K,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_14,WA1,B.1.1.7 Spike+S:484K,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_15,WA1,B.1.1.7 Spike+S:484K,1,Table S1,=,0.5,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_16,WA1,B.1.1.7 Spike+S:484K,1,Table S1,=,0.3,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_17,WA1,B.1.1.7 Spike+S:484K,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_18,WA1,B.1.1.7 Spike+S:484K,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_19,WA1,B.1.1.7 Spike+S:484K,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
Liu21d,BNT162b2_20,WA1,B.1.1.7 Spike+S:484K,1,Table S1,=,1.0,IC50,NULL,NULL,1,chimeric virus,2021-05-13
