ref_name,rx_name,control_iso_name,iso_name,ordinal_number,section,fold_cmp,fold,potency_type,resistance_level,ineffective,cumulative_count,assay,date_added
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.1.7 full genome,1,Figure 2b,=,1.4,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.351 full genome,1,Figure 2b,=,7.0,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.1.7 full genome,2,Figure 2b,=,1.6,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.351 full genome,2,Figure 2b,=,10.2,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.1.7 full genome,3,Figure 2b,=,1.8,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.351 full genome,3,Figure 2b,=,44.1,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.1.7 full genome,4,Figure 2b,=,2.0,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.351 full genome,4,Figure 2b,=,7.0,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.1.7 full genome,5,Figure 2b,=,2.0,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.351 full genome,5,Figure 2b,=,8.8,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.1.7 full genome,6,Figure 2b,=,2.0,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.351 full genome,6,Figure 2b,=,8.8,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.1.7 full genome,7,Figure 2b,=,2.8,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.351 full genome,7,Figure 2b,=,10.2,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.1.7 full genome,8,Figure 2b,=,4.8,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.351 full genome,8,Figure 2b,=,14.9,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.1.7 full genome,9,Figure 2b,=,1.9,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.351 full genome,9,Figure 2b,=,7.0,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.1.7 full genome,10,Figure 2b,=,1.5,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.351 full genome,10,Figure 2b,=,8.0,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.1.7 full genome,11,Figure 2b,=,2.5,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.351 full genome,11,Figure 2b,=,7.0,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.1.7 full genome,12,Figure 2b,=,3.0,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.351 full genome,12,Figure 2b,=,9.7,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.1.7 full genome,13,Figure 2b,=,3.6,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.351 full genome,13,Figure 2b,=,9.3,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.1.7 full genome,14,Figure 2b,=,1.2,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.351 full genome,14,Figure 2b,=,10.7,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.1.7 full genome,15,Figure 2b,=,1.7,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.351 full genome,15,Figure 2b,=,14.2,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.1.7 full genome,16,Figure 2b,=,1.5,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.351 full genome,16,Figure 2b,=,14.9,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.1.7 full genome,17,Figure 2b,=,1.2,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.1.7 full genome,18,Figure 2b,=,2.2,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.1.7 full genome,19,Figure 2b,=,1.0,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.351 full genome,19,Figure 2b,=,4.5,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.1.7 full genome,20,Figure 2b,=,1.0,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Patient,Wuhan-Hu-1,B.1.351 full genome,20,Figure 2b,=,2.0,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Mild,Wuhan-Hu-1,B.1.1.7 full genome,1,Figure 2b,=,1.0,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Mild,Wuhan-Hu-1,B.1.1.7 full genome,2,Figure 2b,=,1.4,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Mild,Wuhan-Hu-1,B.1.1.7 full genome,3,Figure 2b,=,3.3,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Mild,Wuhan-Hu-1,B.1.1.7 full genome,4,Figure 2b,=,0.9,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Mild,Wuhan-Hu-1,B.1.351 full genome,4,Figure 2b,=,4.8,IC50,NULL,NULL,1,authentic virus,2021-03-08
Faulkner21,CP_Mild,Wuhan-Hu-1,B.1.1.7 full genome,5,Figure 2b,=,1.7,IC50,NULL,NULL,1,authentic virus,2021-03-08
