ref_name,rx_name,control_variant_name,variant_name,ordinal_number,section,fold_cmp,fold,resistance_level,ineffective,cumulative_count,assay,date_added
Zhou21b,Cilgavimab,Wuhan,B.1.351 authentic,1,"TableS2, Figure 3",=,1.1,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,Tixagevimab,Wuhan,B.1.351 authentic,1,"TableS2, Figure 3",=,8.9,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,AZD7442,Wuhan,B.1.351 authentic,1,"TableS2, Figure 3",=,1.4,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,Imdevimab,Wuhan,B.1.351 authentic,1,"TableS2, Figure 3",=,0.2,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,Casirivimab,Wuhan,B.1.351 authentic,1,"TableS2, Figure 3",=,773.7,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,ADG10,Wuhan,B.1.351 authentic,1,"TableS2, Figure 3",=,1.9,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,ADG20,Wuhan,B.1.351 authentic,1,"TableS2, Figure 3",=,2.5,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,ADG30,Wuhan,B.1.351 authentic,1,"TableS2, Figure 3",=,4.4,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,Bamlanivimab,Wuhan,B.1.351 authentic,1,"TableS2, Figure 3",>,1545.3,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,Etesevimab,Wuhan,B.1.351 authentic,1,"TableS2, Figure 3",>,291.2,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,Vir-7831,Wuhan,B.1.351 authentic,1,"TableS2, Figure 3",=,2,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,CP,Wuhan,B.1.351 authentic,1,"Figure 6B,TableS3A",>,3.1,NULL,experimental,1,authentic virus,2021-03-17
Zhou21b,CP,Wuhan,B.1.351 authentic,2,"Figure 6B,TableS3A",>,34.4,NULL,experimental,1,authentic virus,2021-03-17
Zhou21b,CP,Wuhan,B.1.351 authentic,3,"Figure 6B,TableS3A",=,6,NULL,NULL,1,authentic virus,2021-03-17
