ref_name,rx_name,control_iso_name,iso_name,ordinal_number,section,fold_cmp,fold,potency_type,resistance_level,ineffective,cumulative_count,assay,date_added
Stamatatos21,CP_A,Wuhan-Hu-1,B.1.351 Spike:-18F-242del-243del-244del-246I,1,Fig 3.AB and Figure S4,=,3.5,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_A_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-242del-243del-244del-246I,1,Fig 3.AB and Figure S4,=,1.0,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,CP_A,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3.AC and Figure S4,=,5.6,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_A_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3.AC and Figure S4,=,3.0,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,CP_B,Wuhan-Hu-1,B.1.351 Spike:-18F-242del-243del-244del-246I,1,Fig 3.AB and Figure S4,=,19.4,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_B_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-242del-243del-244del-246I,1,Fig 3.AB and Figure S4,=,2.2,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,CP_B,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3.AC and Figure S4,=,57.9,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_B_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3.AC and Figure S4,=,10.4,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,CP_C,Wuhan-Hu-1,B.1.351 Spike:-18F-242del-243del-244del-246I,1,Fig 3.AB and Figure S4,=,3.0,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_C_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-242del-243del-244del-246I,1,Fig 3.AB and Figure S4,=,1.0,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,CP_C,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3.AC and Figure S4,=,4.1,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_C_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3.AC and Figure S4,=,1.9,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_D_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-242del-243del-244del-246I,1,Fig 3.AB and Figure S4,=,3.0,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_D_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3.AC and Figure S4,=,10.4,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_E_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-242del-243del-244del-246I,1,Fig 3.AB and Figure S4,=,1.9,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,CP_E,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3.AC and Figure S4,=,0.4,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_E_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3.AC and Figure S4,=,4.1,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_F_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-242del-243del-244del-246I,1,Fig 3.AB and Figure S4,=,1.6,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_F_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3.AC and Figure S4,=,4.1,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,CP_G,Wuhan-Hu-1,B.1.351 Spike:-18F-242del-243del-244del-246I,1,Fig 3.AB and Figure S4,=,6.5,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_G_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-242del-243del-244del-246I,1,Fig 3.AB and Figure S4,=,1.4,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,CP_G,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3.AC and Figure S4,=,6.5,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_G_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3.AC and Figure S4,=,6.5,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,MOD_H_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-242del-243del-244del-246I,1,Fig 3.AB and Figure S4,=,3.5,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,CP_H,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3.AC and Figure S4,=,1.9,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,MOD_H_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3.AC and Figure S4,=,6.5,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,MOD_I_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-242del-243del-244del-246I,1,Fig 3.AB and Figure S4,=,3.0,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,MOD_I_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3.AC and Figure S4,=,14.2,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,CP_J,Wuhan-Hu-1,B.1.351 Spike:-18F-242del-243del-244del-246I,1,Fig 3.AB and Figure S4,=,1.4,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,MOD_J_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-242del-243del-244del-246I,1,Fig 3.AB and Figure S4,=,2.2,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,CP_J,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3.AC and Figure S4,=,8.9,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,MOD_J_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3.AC and Figure S4,=,4.1,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,CP_K,Wuhan-Hu-1,B.1.351 Spike:-18F-242del-243del-244del-246I,1,Fig 3.AB and Figure S4,=,4.1,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,MOD_K_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-242del-243del-244del-246I,1,Fig 3.AB and Figure S4,=,3.0,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,MOD_K_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3.AC and Figure S4,=,4.1,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_N_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-242del-243del-244del-246I,1,Fig 3.AB and Figure S4,=,14.2,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_N_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3.AC and Figure S4,=,22.7,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_O_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-242del-243del-244del-246I,1,Fig 3.AB and Figure S4,=,7.6,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_O_1st_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3.AC and Figure S4,=,16.6,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_1_2nd_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-242del-243del-244del-246I,1,Fig 3 and Figure S6,=,6.1,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_1_2nd_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3 and Figure S6,=,8.1,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_1_2nd_dose,Wuhan-Hu-1,SARS-CoV Spike,1,Fig 3 and Figure S6,=,43.3,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_2_2nd_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-242del-243del-244del-246I,1,Fig 3 and Figure S6,=,2.3,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_2_2nd_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3 and Figure S6,=,11.1,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_2_2nd_dose,Wuhan-Hu-1,SARS-CoV Spike,1,Fig 3 and Figure S6,=,22.6,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_3_2nd_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-242del-243del-244del-246I,1,Fig 3 and Figure S6,=,3.1,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_3_2nd_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3 and Figure S6,=,5.3,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_4_2nd_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-242del-243del-244del-246I,1,Fig 3 and Figure S6,=,5.5,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
Stamatatos21,BNT_4_2nd_dose,Wuhan-Hu-1,B.1.351 Spike:-18F-244del-246I,1,Fig 3 and Figure S6,=,22.6,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-03-30
