ref_name,rx_name,control_variant_name,variant_name,ordinal_number,section,fold_cmp,fold,resistance_level,ineffective,cumulative_count,assay,date_added
Sapkal21,CP,S:614G,P.2 full genome,1,Figure 1B,=,1.7,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,CP,S:614G,P.2 full genome,2,Figure 1B,=,1.0,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,CP,S:614G,P.2 full genome,3,Figure 1B,=,0.6,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,CP,S:614G,P.2 full genome,4,Figure 1B,=,1.1,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,CP,S:614G,P.2 full genome,5,Figure 1B,=,0.6,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,CP,S:614G,P.2 full genome,6,Figure 1B,=,0.8,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,CP,S:614G,P.2 full genome,7,Figure 1B,=,1.1,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,CP,S:614G,P.2 full genome,8,Figure 1B,=,2.1,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,CP,S:614G,P.2 full genome,9,Figure 1B,=,1.1,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,CP,S:614G,P.2 full genome,10,Figure 1B,=,1.0,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,CP,S:614G,P.2 full genome,11,Figure 1B,=,1.0,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,CP,S:614G,P.2 full genome,12,Figure 1B,=,0.4,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,1,Figure 1C,=,3.8,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,2,Figure 1C,=,1.4,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,3,Figure 1C,=,1.5,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,4,Figure 1C,=,3.3,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,5,Figure 1C,=,1.7,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,6,Figure 1C,=,0.9,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,7,Figure 1C,=,1.2,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,8,Figure 1C,=,3.0,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,9,Figure 1C,=,3.0,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,10,Figure 1C,=,3.0,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,11,Figure 1C,=,1.2,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,12,Figure 1C,=,9.1,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,13,Figure 1C,=,2.6,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,14,Figure 1C,=,2.4,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,15,Figure 1C,=,1.3,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,16,Figure 1C,=,1.9,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,17,Figure 1C,=,4.4,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,18,Figure 1C,=,1.8,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,19,Figure 1C,=,2.8,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,20,Figure 1C,=,0.8,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,21,Figure 1C,=,1.7,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,22,Figure 1C,=,1.4,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,23,Figure 1C,=,1.6,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,24,Figure 1C,=,2.2,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,25,Figure 1C,=,1.1,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,26,Figure 1C,=,1.5,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,27,Figure 1C,=,4.8,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,28,Figure 1C,=,3.5,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,29,Figure 1C,=,6.7,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,30,Figure 1C,=,1.0,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,31,Figure 1C,=,1.4,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,32,Figure 1C,=,1.0,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,33,Figure 1C,=,1.2,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,34,Figure 1C,=,1.1,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,35,Figure 1C,=,1.1,NULL,NULL,1,authentic virus,2021-05-03
Sapkal21,BBV152,S:614G,P.2 full genome,36,Figure 1C,=,1.1,NULL,NULL,1,authentic virus,2021-05-03
