ref_name,rx_name,control_iso_name,iso_name,ordinal_number,section,fold_cmp,fold,potency_type,resistance_level,ineffective,cumulative_count,assay_name,date_added
Zhou21b,Cilgavimab,Wuhan-Hu-1,B.1.351 full genome,1,"Dej21(TableS2), Figure 4",=,1.1,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,Tixagevimab,Wuhan-Hu-1,B.1.351 full genome,1,"Dej21(TableS2), Figure 4",=,8.9,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,AZD7442,Wuhan-Hu-1,B.1.351 full genome,1,"Dej21(TableS2), Figure 4",=,1.4,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,Imdevimab,Wuhan-Hu-1,B.1.351 full genome,1,"Dej21(TableS2), Figure 4",=,0.2,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,Casirivimab,Wuhan-Hu-1,B.1.351 full genome,1,"Dej21(TableS2), Figure 4",=,773.7,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,ADG10,Wuhan-Hu-1,B.1.351 full genome,1,"Dej21(TableS2), Figure 4",=,1.9,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,ADG20,Wuhan-Hu-1,B.1.351 full genome,1,"Dej21(TableS2), Figure 4",=,2.5,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,ADG30,Wuhan-Hu-1,B.1.351 full genome,1,"Dej21(TableS2), Figure 4",=,4.4,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,Vir-7831,Wuhan-Hu-1,B.1.351 full genome,1,"Dej21(TableS2), Figure 4",=,2,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,CP,Wuhan-Hu-1,B.1.351 full genome,3,"Figure 2, TableS1A",=,6,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,CP,Wuhan-Hu-1,B.1.351 full genome,4,"Figure 2, TableS1A",=,1.2,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,CP,Wuhan-Hu-1,B.1.351 full genome,6,"Figure 2, TableS1A",=,2.4,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,CP,Wuhan-Hu-1,B.1.351 full genome,8,"Figure 2, TableS1A",=,5.7,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,CP,Wuhan-Hu-1,B.1.351 full genome,9,"Figure 2, TableS1A",=,33.3,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,CP,Wuhan-Hu-1,B.1.351 full genome,15,"Figure 2, TableS1A",=,5.6,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,CP,Wuhan-Hu-1,B.1.351 full genome,20,"Figure 2, TableS1A",=,7.4,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,CP,Wuhan-Hu-1,B.1.351 full genome,21,"Figure 2, TableS1A",=,8.5,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,CP,Wuhan-Hu-1,B.1.351 full genome,22,"Figure 2, TableS1A",=,8.2,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,CP,Wuhan-Hu-1,B.1.351 full genome,24,"Figure 2, TableS1A",=,22.9,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,CP,Wuhan-Hu-1,B.1.351 full genome,25,"Figure 2, TableS1A",=,4.5,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,CP,Wuhan-Hu-1,B.1.351 full genome,26,"Figure 2, TableS1A",=,5.4,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,CP,Wuhan-Hu-1,B.1.351 full genome,27,"Figure 2, TableS1A",=,21.9,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,CP,Wuhan-Hu-1,B.1.351 full genome,29,"Figure 2, TableS1A",=,3.8,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,CP,Wuhan-Hu-1,B.1.351 full genome,30,"Figure 2, TableS1A",=,6,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,CP,Wuhan-Hu-1,B.1.351 full genome,31,"Figure 2, TableS1A",=,3.9,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,CP,Wuhan-Hu-1,B.1.351 full genome,33,"Figure 2, TableS1A",=,23.7,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,BNT162b2,Wuhan-Hu-1,B.1.351 full genome,1,"Figure 3, Table S2",=,15.7,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,BNT162b2,Wuhan-Hu-1,B.1.351 full genome,3,"Figure 3, Table S2",=,7.5,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,BNT162b2,Wuhan-Hu-1,B.1.351 full genome,4,"Figure 3, Table S2",=,5.3,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,BNT162b2,Wuhan-Hu-1,B.1.351 full genome,5,"Figure 3, Table S2",=,5.2,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,BNT162b2,Wuhan-Hu-1,B.1.351 full genome,6,"Figure 3, Table S2",=,10,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,BNT162b2,Wuhan-Hu-1,B.1.351 full genome,7,"Figure 3, Table S2",=,5.6,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,BNT162b2,Wuhan-Hu-1,B.1.351 full genome,8,"Figure 3, Table S2",=,3.5,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,BNT162b2,Wuhan-Hu-1,B.1.351 full genome,9,"Figure 3, Table S2",=,14.4,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,BNT162b2,Wuhan-Hu-1,B.1.351 full genome,10,"Figure 3, Table S2",=,14.2,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,BNT162b2,Wuhan-Hu-1,B.1.351 full genome,11,"Figure 3, Table S2",=,7.1,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,BNT162b2,Wuhan-Hu-1,B.1.351 full genome,12,"Figure 3, Table S2",=,26.6,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,BNT162b2,Wuhan-Hu-1,B.1.351 full genome,13,"Figure 3, Table S2",=,4.8,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,BNT162b2,Wuhan-Hu-1,B.1.351 full genome,14,"Figure 3, Table S2",=,3.3,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,BNT162b2,Wuhan-Hu-1,B.1.351 full genome,15,"Figure 3, Table S2",=,6.4,IC50,NULL,NULL,1,authentic virus,2021-03-17
Zhou21b,BNT162b2,Wuhan-Hu-1,B.1.351 full genome,16,"Figure 3, Table S2",=,14.1,IC50,NULL,NULL,1,authentic virus,2021-03-17
