ref_name,rx_name,control_iso_name,iso_name,ordinal_number,section,fold_cmp,fold,inhibition_pcnt,resistance_level,ineffective,cumulative_count,assay,date_added
Alter21,Ad26_2nd,WA1,P.1 Spike_792683,1,Figure 1a,=,3.3,50,NULL,NULL,25,NULL,2021-07-02
Alter21,Ad26_1st,WA1,P.1 Spike_792683,1,Figure 1a,=,2.8,50,NULL,NULL,25,NULL,2021-07-02
Alter21,Ad26_2nd,WA1,B.1.1.7 full genome_601443,1,Extended Data Fig. 1,=,0.8,50,NULL,NULL,25,NULL,2021-07-02
Alter21,Ad26_2nd,WA1,B.1.351 full genome_712096,1,Extended Data Fig. 1,>,11,50,NULL,experimental,25,NULL,2021-07-02
Alter21,Ad26_2nd,WA1,S:614G,1,Figure 1a,=,1.8,50,NULL,NULL,25,NULL,2021-07-02
Alter21,Ad26_1st,WA1,S:614G,1,Figure 1a,=,1.2,50,NULL,NULL,25,NULL,2021-07-02
Alter21,Ad26_2nd,WA1,B.1.1.7 Spike_601443,1,Figure 1a,=,2.8,50,NULL,NULL,25,NULL,2021-07-02
Alter21,Ad26_1st,WA1,B.1.1.7 Spike_601443,1,Figure 1a,=,1.7,50,NULL,NULL,25,NULL,2021-07-02
Alter21,Ad26_2nd,WA1,B.1.429 Spike_824730,1,Figure 1a,=,2.6,50,NULL,NULL,25,NULL,2021-07-02
Alter21,Ad26_1st,WA1,B.1.429 Spike_824730,1,Figure 1a,=,2.1,50,NULL,NULL,25,NULL,2021-07-02
Alter21,Ad26_2nd,WA1,B.1.351 Spike_712096,1,Figure 1a,=,5.1,50,NULL,NULL,25,NULL,2021-07-02
Alter21,Ad26_1st,WA1,B.1.351 Spike_712096,1,Figure 1a,=,3.3,50,NULL,NULL,25,NULL,2021-07-02
