ref_name,rx_name,iso_name,section,inhibition_pcnt,cumulative_count,assay_name,titer,date_added
Chen21,CP_1,S:614G,"Fig 2a, Source Data Fig 2a",50,1,chimeric virus,43.4782609,2021-03-06
Chen21,CP_2,S:614G,"Fig 2a, Source Data Fig 2a",50,1,chimeric virus,183.183733,2021-03-06
Chen21,CP_3,S:614G,"Fig 2a, Source Data Fig 2a",50,1,chimeric virus,97.3709834,2021-03-06
Chen21,CP_4,S:614G,"Fig 2a, Source Data Fig 2a",50,1,chimeric virus,287.521564,2021-03-06
Chen21,CP_5,S:614G,"Fig 2a, Source Data Fig 2a",50,1,chimeric virus,437.828371,2021-03-06
Chen21,CP_6,S:614G,"Fig 2a, Source Data Fig 2a",50,1,chimeric virus,148.787383,2021-03-06
Chen21,CP_7,S:614G,"Fig 2a, Source Data Fig 2a",50,1,chimeric virus,43.516101,2021-03-06
Chen21,CP_8,S:614G,"Fig 2a, Source Data Fig 2a",50,1,chimeric virus,177.556818,2021-03-06
Chen21,CP_9,S:614G,"Fig 2a, Source Data Fig 2a",50,1,chimeric virus,114.233493,2021-03-06
Chen21,CP_10,S:614G,"Fig 2a, Source Data Fig 2a",50,1,chimeric virus,333.555704,2021-03-06
Chen21,CP_11,S:614G,"Fig 2a, Source Data Fig 2a",50,1,chimeric virus,3762.22724,2021-03-06
Chen21,CP_12,S:614G,"Fig 2a, Source Data Fig 2a",50,1,chimeric virus,222.96544,2021-03-06
Chen21,CP_13,S:614G,"Fig 2a, Source Data Fig 2a",50,1,chimeric virus,310.655483,2021-03-06
Chen21,CP_14,S:614G,"Fig 2a, Source Data Fig 2a",50,1,chimeric virus,83.5421888,2021-03-06
Chen21,CP_15,S:614G,"Fig 2a, Source Data Fig 2a",50,1,chimeric virus,335.683115,2021-03-06
Chen21,CP_16,S:614G,"Fig 2a, Source Data Fig 2a",50,1,chimeric virus,67.9809653,2021-03-06
Chen21,CP_17,S:614G,"Fig 2a, Source Data Fig 2a",50,1,chimeric virus,128.05737,2021-03-06
Chen21,CP_18,S:614G,"Fig 2a, Source Data Fig 2a",50,1,chimeric virus,109.926349,2021-03-06
Chen21,CP_19,S:614G,"Fig 2a, Source Data Fig 2a",50,1,chimeric virus,121.817517,2021-03-06
Chen21,CP_1,B.1.1.7 full genome,"Fig 2a, Source Data Fig 2a",50,1,authentic virus,60.27728,2021-03-06
Chen21,CP_2,B.1.1.7 full genome,"Fig 2a, Source Data Fig 2a",50,1,authentic virus,97.94319,2021-03-06
Chen21,CP_3,B.1.1.7 full genome,"Fig 2a, Source Data Fig 2a",50,1,authentic virus,93.02326,2021-03-06
Chen21,CP_4,B.1.1.7 full genome,"Fig 2a, Source Data Fig 2a",50,1,authentic virus,235.1834,2021-03-06
Chen21,CP_5,B.1.1.7 full genome,"Fig 2a, Source Data Fig 2a",50,1,authentic virus,257.1355,2021-03-06
Chen21,CP_6,B.1.1.7 full genome,"Fig 2a, Source Data Fig 2a",50,1,authentic virus,279.7203,2021-03-06
Chen21,CP_7,B.1.1.7 full genome,"Fig 2a, Source Data Fig 2a",50,1,authentic virus,67.11409,2021-03-06
Chen21,CP_8,B.1.1.7 full genome,"Fig 2a, Source Data Fig 2a",50,1,authentic virus,130.4121,2021-03-06
Chen21,CP_9,B.1.1.7 full genome,"Fig 2a, Source Data Fig 2a",50,1,authentic virus,44.64286,2021-03-06
Chen21,CP_10,B.1.1.7 full genome,"Fig 2a, Source Data Fig 2a",50,1,authentic virus,154.7269,2021-03-06
Chen21,CP_11,B.1.1.7 full genome,"Fig 2a, Source Data Fig 2a",50,1,authentic virus,2172.024,2021-03-06
Chen21,CP_12,B.1.1.7 full genome,"Fig 2a, Source Data Fig 2a",50,1,authentic virus,152.439,2021-03-06
Chen21,CP_13,B.1.1.7 full genome,"Fig 2a, Source Data Fig 2a",50,1,authentic virus,152.439,2021-03-06
Chen21,CP_14,B.1.1.7 full genome,"Fig 2a, Source Data Fig 2a",50,1,authentic virus,65.27415,2021-03-06
Chen21,CP_15,B.1.1.7 full genome,"Fig 2a, Source Data Fig 2a",50,1,authentic virus,699.7901,2021-03-06
Chen21,CP_16,B.1.1.7 full genome,"Fig 2a, Source Data Fig 2a",50,1,authentic virus,34.95281,2021-03-06
Chen21,CP_17,B.1.1.7 full genome,"Fig 2a, Source Data Fig 2a",50,1,authentic virus,106.2925,2021-03-06
