ref_name,rx_name,control_iso_name,iso_name,ordinal_number,section,fold_cmp,fold,potency_type,resistance_level,ineffective,cumulative_count,assay_name,date_added
Jalkanen21,CP_infected_before_vaccine,FIN-25,85HEL,1,line 150 to 156,=,1.1,IC50,NULL,NULL,11,Virus isolate,2021-05-09
Jalkanen21,CP_infected_before_vaccine,FIN-25,HEL-12-102,1,line 150 to 156,=,2.2,IC50,NULL,NULL,11,Virus isolate,2021-05-09
Jalkanen21,BNT_infected_1st,FIN-25,85HEL,1,line 150 to 156,=,1.4,IC50,NULL,NULL,11,Virus isolate,2021-05-09
Jalkanen21,BNT_infected_1st,FIN-25,HEL-12-102,1,line 150 to 156,=,4.3,IC50,NULL,NULL,11,Virus isolate,2021-05-09
Jalkanen21,BNT_infected_2nd,FIN-25,85HEL,1,line 150 to 156,=,1.1,IC50,NULL,NULL,11,Virus isolate,2021-05-09
Jalkanen21,BNT_infected_2nd,FIN-25,HEL-12-102,1,line 150 to 156,=,5.2,IC50,NULL,NULL,11,Virus isolate,2021-05-09
Jalkanen21,BNT_1st,FIN-25,SR121,1,Table 1,=,0.8,IC50,NULL,NULL,169,Virus isolate,2021-05-09
Jalkanen21,BNT_1st,FIN-25,85HEL,1,Table 1,=,1.0,IC50,NULL,NULL,169,Virus isolate,2021-05-09
Jalkanen21,BNT_1st,FIN-25,HEL-12-102,1,Table 1,=,2.0,IC50,NULL,NULL,169,Virus isolate,2021-05-09
Jalkanen21,BNT_2nd,FIN-25,SR121,1,Table 1,=,0.9,IC50,NULL,NULL,169,Virus isolate,2021-05-09
Jalkanen21,BNT_2nd,FIN-25,85HEL,1,Table 1,=,1.0,IC50,NULL,NULL,169,Virus isolate,2021-05-09
Jalkanen21,BNT_2nd,FIN-25,HEL-12-102,1,Table 1,=,4.9,IC50,NULL,NULL,169,Virus isolate,2021-05-09
Jalkanen21,CP,FIN-25,SR121,1,Table 1,=,0.6,IC50,NULL,NULL,50,Virus isolate,2021-05-09
Jalkanen21,CP,FIN-25,85HEL,1,Table 1,=,0.7,IC50,NULL,NULL,50,Virus isolate,2021-05-09
Jalkanen21,CP,FIN-25,HEL-12-102,1,Table 1,=,3.4,IC50,NULL,NULL,50,Virus isolate,2021-05-09
