ref_name,rx_name,control_variant_name,variant_name,ordinal_number,section,fold_cmp,fold,inhibition_pcnt,resistance_level,ineffective,cumulative_count,assay,date_added
Collier21,4A8,S:614G,B.1.1.7 Spike,1,Table 1,>,9999,0,NULL,experimental,1,NULL,2021-04-06
Collier21,S2L26,S:614G,B.1.1.7 Spike,1,Table 1,>,9999,0,NULL,experimental,1,NULL,2021-04-06
Collier21,S2X107,S:614G,B.1.1.7 Spike,1,Table 1,>,9999,0,NULL,experimental,1,NULL,2021-04-06
Collier21,S2X124,S:614G,B.1.1.7 Spike,1,Table 1,>,9999,0,NULL,experimental,1,NULL,2021-04-06
Collier21,S2X158,S:614G,B.1.1.7 Spike,1,Table 1,>,9999,0,NULL,experimental,1,NULL,2021-04-06
Collier21,S2X28,S:614G,B.1.1.7 Spike,1,Table 1,>,9999,0,NULL,experimental,1,NULL,2021-04-06
Collier21,S2X303,S:614G,B.1.1.7 Spike,1,Table 1,>,9999,0,NULL,experimental,1,NULL,2021-04-06
Collier21,S2X333,S:614G,B.1.1.7 Spike,1,Table 1,>,9999,0,NULL,experimental,1,NULL,2021-04-06
Collier21,S2H19,S:614G,B.1.1.7 Spike,1,Table 1,>,9999,0,NULL,experimental,1,NULL,2021-04-06
Collier21,S2X192,S:614G,B.1.1.7 Spike,1,Table 1,>,9999,0,NULL,experimental,1,NULL,2021-04-06
Collier21,BNT162b2_1ds_3W,S:614G,S:69del+70del+501Y+570D,17,Ext Data Fig. 2a,=,0.3,0,NULL,control,1,NULL,2021-04-06
Collier21,BNT162b2_1ds_3W,S:614G,S:69del+70del+501Y+570D,18,Ext Data Fig. 2a,=,0.9,0,NULL,both,1,NULL,2021-04-06
Collier21,BNT162b2_1ds_3W,S:614G,S:69del+70del+501Y+570D,19,Ext Data Fig. 2a,=,1,0,NULL,both,1,NULL,2021-04-06
