ref_name,rx_name,control_iso_name,iso_name,ordinal_number,section,fold_cmp,fold,potency_type,resistance_level,ineffective,cumulative_count,assay,date_added
Goel21,IHCV2020.015_CP,S:614G,B.1.351 Spike,1,Table S4,>,2.8,IC50,NULL,experimental,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.017_CP,S:614G,B.1.351 Spike,1,Table S4,>,2.8,IC50,NULL,experimental,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.022_CP,S:614G,B.1.351 Spike,1,Table S4,>,4.0,IC50,NULL,experimental,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.032_CP,S:614G,B.1.351 Spike,1,Table S4,>,2.8,IC50,NULL,experimental,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.001_1st_dose,S:614G,B.1.351 Spike,1,Table S4,>,2.0,IC50,NULL,experimental,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.003_1st_dose,S:614G,B.1.351 Spike,1,Table S4,>,1.0,IC50,NULL,both,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.004_1st_dose,S:614G,B.1.351 Spike,1,Table S4,>,2.0,IC50,NULL,experimental,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.007_1st_dose,S:614G,B.1.351 Spike,1,Table S4,>,1.4,IC50,NULL,both,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.009_1st_dose,S:614G,B.1.351 Spike,1,Table S4,>,4.0,IC50,NULL,experimental,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.012_1st_dose,S:614G,B.1.351 Spike,1,Table S4,>,1.4,IC50,NULL,both,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.013_1st_dose,S:614G,B.1.351 Spike,1,Table S4,>,1.4,IC50,NULL,both,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.014_1st_dose,S:614G,B.1.351 Spike,1,Table S4,>,2.8,IC50,NULL,experimental,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.016_1st_dose,S:614G,B.1.351 Spike,1,Table S4,>,1.4,IC50,NULL,both,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.018_1st_dose,S:614G,B.1.351 Spike,1,Table S4,>,2.0,IC50,NULL,experimental,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.021_1st_dose,S:614G,B.1.351 Spike,1,Table S4,>,1.0,IC50,NULL,both,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.023_1st_dose,S:614G,B.1.351 Spike,1,Table S4,>,1.0,IC50,NULL,both,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.024_1st_dose,S:614G,B.1.351 Spike,1,Table S4,>,8.0,IC50,NULL,experimental,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.026_1st_dose,S:614G,B.1.351 Spike,1,Table S4,>,1.0,IC50,NULL,both,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.027_1st_dose,S:614G,B.1.351 Spike,1,Table S4,>,1.0,IC50,NULL,both,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.031_1st_dose,S:614G,B.1.351 Spike,1,Table S4,>,8.0,IC50,NULL,experimental,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.034_1st_dose,S:614G,B.1.351 Spike,1,Table S4,>,1.0,IC50,NULL,both,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.038_1st_dose,S:614G,B.1.351 Spike,1,Table S4,>,1.4,IC50,NULL,both,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.039_1st_dose,S:614G,B.1.351 Spike,1,Table S4,>,1.0,IC50,NULL,both,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.040_1st_dose,S:614G,B.1.351 Spike,1,Table S4,>,2.0,IC50,NULL,experimental,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.041_1st_dose,S:614G,B.1.351 Spike,1,Table S4,>,1.4,IC50,NULL,both,1,vsv pseudovirus,2021-05-09
Goel21,IHCV2020.036_2nd_dose,S:614G,B.1.351 Spike,1,Table S4,>,4.0,IC50,NULL,experimental,1,vsv pseudovirus,2021-05-09
