ref_name,rx_name,control_iso_name,iso_name,ordinal_number,section,fold_cmp,fold,inhibition_pcnt,resistance_level,ineffective,cumulative_count,assay,date_added
Huang21b,ZF2001-serum-012,S:614G,B.1.351 Spike,1,Table 1,=,1.5,0,NULL,NULL,1,NULL,2021-02-04
Huang21b,ZF2001-serum-014,S:614G,B.1.351 Spike,1,Table 1,=,1.0,0,NULL,NULL,1,NULL,2021-02-04
Huang21b,ZF2001-serum-024,S:614G,B.1.351 Spike,1,Table 1,=,1.0,0,NULL,NULL,1,NULL,2021-02-04
Huang21b,ZF2001-serum-082,S:614G,B.1.351 Spike,1,Table 1,=,2.0,0,NULL,NULL,1,NULL,2021-02-04
Huang21b,ZF2001-serum-088,S:614G,B.1.351 Spike,1,Table 1,=,2.0,0,NULL,NULL,1,NULL,2021-02-04
Huang21b,ZF2001-serum-102,S:614G,B.1.351 Spike,1,Table 1,=,1.3,0,NULL,NULL,1,NULL,2021-02-04
Huang21b,ZF2001-serum-135,S:614G,B.1.351 Spike,1,Table 1,=,2.0,0,NULL,NULL,1,NULL,2021-02-04
Huang21b,ZF2001-serum-153,S:614G,B.1.351 Spike,1,Table 1,=,1.5,0,NULL,NULL,1,NULL,2021-02-04
Huang21b,ZF2001-serum-154,S:614G,B.1.351 Spike,1,Table 1,=,1.3,0,NULL,NULL,1,NULL,2021-02-04
Huang21b,ZF2001-serum-233,S:614G,B.1.351 Spike,1,Table 1,=,1.3,0,NULL,NULL,1,NULL,2021-02-04
Huang21b,ZF2001-serum-290,S:614G,B.1.351 Spike,1,Table 1,=,1.0,0,NULL,NULL,1,NULL,2021-02-04
Huang21b,ZF2001-serum-308,S:614G,B.1.351 Spike,1,Table 1,=,1.3,0,NULL,NULL,1,NULL,2021-02-04
Huang21b,BBIBP-CorV-serum-867,S:614G,B.1.351 Spike,1,Table 1,=,1.3,0,NULL,NULL,1,NULL,2021-02-04
Huang21b,BBIBP-CorV-serum-850,S:614G,B.1.351 Spike,1,Table 1,=,1.5,0,NULL,NULL,1,NULL,2021-02-04
Huang21b,BBIBP-CorV-serum-848,S:614G,B.1.351 Spike,1,Table 1,=,2.0,0,NULL,NULL,1,NULL,2021-02-04
Huang21b,BBIBP-CorV-serum-875,S:614G,B.1.351 Spike,1,Table 1,=,1.3,0,NULL,NULL,1,NULL,2021-02-04
Huang21b,BBIBP-CorV-serum-841,S:614G,B.1.351 Spike,1,Table 1,=,2.0,0,NULL,NULL,1,NULL,2021-02-04
Huang21b,BBIBP-CorV-serum-843,S:614G,B.1.351 Spike,1,Table 1,=,2.0,0,NULL,NULL,1,NULL,2021-02-04
Huang21b,BBIBP-CorV-serum-844,S:614G,B.1.351 Spike,1,Table 1,=,1.3,0,NULL,NULL,1,NULL,2021-02-04
Huang21b,BBIBP-CorV-serum-856,S:614G,B.1.351 Spike,1,Table 1,=,1.1,0,NULL,NULL,1,NULL,2021-02-04
Huang21b,BBIBP-CorV-serum-851,S:614G,B.1.351 Spike,1,Table 1,=,1.5,0,NULL,NULL,1,NULL,2021-02-04
Huang21b,BBIBP-CorV-serum-890,S:614G,B.1.351 Spike,1,Table 1,=,1.5,0,NULL,NULL,1,NULL,2021-02-04
Huang21b,BBIBP-CorV-serum-845,S:614G,B.1.351 Spike,1,Table 1,=,1.3,0,NULL,NULL,1,NULL,2021-02-04
Huang21b,BBIBP-CorV-serum-869,S:614G,B.1.351 Spike,1,Table 1,=,1.5,0,NULL,NULL,1,NULL,2021-02-04
