ref_name,rx_name,control_iso_name,iso_name,ordinal_number,section,fold_cmp,fold,inhibition_pcnt,resistance_level,ineffective,cumulative_count,assay,date_added
Edara21b,CP_acute_1,B.1 full genome,B.1.351 full genome,1,Table S1,NULL,NULL,50,NULL,both,1,authentic virus,2021-05-11
Edara21b,CP_acute_3,B.1 full genome,B.1.351 full genome,1,Table S1,>,2.4,50,NULL,experimental,1,authentic virus,2021-05-11
Edara21b,CP_acute_5,B.1 full genome,B.1.351 full genome,1,Table S1,=,5.2,50,NULL,experimental,1,authentic virus,2021-05-11
Edara21b,CP_acute_6,B.1 full genome,B.1.351 full genome,1,Table S1,=,4.9,50,NULL,experimental,1,authentic virus,2021-05-11
Edara21b,CP_acute_10,B.1 full genome,B.1.351 full genome,1,Table S1,=,4.8,50,NULL,experimental,1,authentic virus,2021-05-11
Edara21b,CP_acute_15,B.1 full genome,B.1.351 full genome,1,Table S1,NULL,NULL,50,NULL,both,1,authentic virus,2021-05-11
Edara21b,CP_acute_16,B.1 full genome,B.1.351 full genome,1,Table S1,NULL,NULL,50,NULL,both,1,authentic virus,2021-05-11
Edara21b,CP_acute_18,B.1 full genome,B.1.351 full genome,1,Table S1,=,0.9,50,NULL,experimental,1,authentic virus,2021-05-11
Edara21b,CP_acute_binding_1,B.1 full genome,B.1.351 full genome,1,Table S1,=,1.4,50,NULL,NULL,1,IgG binding,2021-05-11
Edara21b,CP_acute_binding_2,B.1 full genome,B.1.351 full genome,1,Table S1,=,1.0,50,NULL,NULL,1,IgG binding,2021-05-11
Edara21b,CP_acute_binding_3,B.1 full genome,B.1.351 full genome,1,Table S1,=,2.7,50,NULL,NULL,1,IgG binding,2021-05-11
Edara21b,CP_acute_binding_4,B.1 full genome,B.1.351 full genome,1,Table S1,=,16.8,50,NULL,NULL,1,IgG binding,2021-05-11
Edara21b,CP_acute_binding_5,B.1 full genome,B.1.351 full genome,1,Table S1,=,3.6,50,NULL,NULL,1,IgG binding,2021-05-11
