ref_name,rx_name,control_iso_name,iso_name,ordinal_number,section,fold_cmp,fold,potency_type,resistance_level,ineffective,cumulative_count,assay,date_added
Virtanen21,CP_4a,B.1 full genome,B.1.351 full genome,1,Table S1,>,2,IC50,NULL,experimental,1,authentic virus,2021-05-10
Virtanen21,CP_4b,B.1 full genome,B.1.351 full genome,1,Table S1,NULL,NULL,IC50,NULL,experimental,1,authentic virus,2021-05-10
Virtanen21,CP_5c,B.1 full genome,B.1.351 full genome,1,Table S1,>,4,IC50,NULL,experimental,1,authentic virus,2021-05-10
Virtanen21,CP_8a,B.1 full genome,B.1.351 full genome,1,Table S1,NULL,NULL,IC50,NULL,experimental,1,authentic virus,2021-05-10
Virtanen21,CP_9a,B.1 full genome,B.1.351 full genome,1,Table S1,>,2,IC50,NULL,experimental,1,authentic virus,2021-05-10
Virtanen21,CP_9b,B.1 full genome,B.1.1.7 full genome,1,Table S1,<,1,IC50,NULL,control,1,authentic virus,2021-05-10
Virtanen21,CP_9b,B.1 full genome,B.1.351 full genome,1,Table S1,NULL,NULL,IC50,NULL,both,1,authentic virus,2021-05-10
Virtanen21,CP_11b,B.1 full genome,B.1.351 full genome,1,Table S1,>,4,IC50,NULL,experimental,1,authentic virus,2021-05-10
Virtanen21,CP_11c,B.1 full genome,B.1.1.7 full genome,1,Table S1,<,0.5,IC50,NULL,control,1,authentic virus,2021-05-10
Virtanen21,CP_11c,B.1 full genome,B.1.351 full genome,1,Table S1,NULL,NULL,IC50,NULL,both,1,authentic virus,2021-05-10
Virtanen21,CP_17a,B.1 full genome,B.1.351 full genome,1,Table S1,>,2,IC50,NULL,experimental,1,authentic virus,2021-05-10
Virtanen21,CP_17b,B.1 full genome,B.1.1.7 full genome,1,Table S1,NULL,NULL,IC50,NULL,control,1,authentic virus,2021-05-10
Virtanen21,CP_17b,B.1 full genome,B.1.351 full genome,1,Table S1,NULL,NULL,IC50,NULL,both,1,authentic virus,2021-05-10
Virtanen21,CP_18a,B.1 full genome,B.1.351 full genome,1,Table S1,>,2,IC50,NULL,experimental,1,authentic virus,2021-05-10
Virtanen21,CP_18b,B.1 full genome,B.1.1.7 full genome,1,Table S1,<,0.25,IC50,NULL,control,1,authentic virus,2021-05-10
Virtanen21,CP_18b,B.1 full genome,B.1.351 full genome,1,Table S1,NULL,NULL,IC50,NULL,both,1,authentic virus,2021-05-10
Virtanen21,CP_37b,B.1 full genome,B.1.351 full genome,1,Table S1,>,8,IC50,NULL,experimental,1,authentic virus,2021-05-10
Virtanen21,CP_43a,B.1 full genome,B.1.351 full genome,1,Table S1,>,4,IC50,NULL,experimental,1,authentic virus,2021-05-10
Virtanen21,CP_43b,B.1 full genome,B.1.351 full genome,1,Table S1,>,4,IC50,NULL,experimental,1,authentic virus,2021-05-10
Virtanen21,CP_46b,B.1 full genome,B.1.351 full genome,1,Table S1,>,8,IC50,NULL,experimental,1,authentic virus,2021-05-10
Virtanen21,CP_51a,B.1 full genome,B.1.351 full genome,1,Table S1,>,4,IC50,NULL,experimental,1,authentic virus,2021-05-10
Virtanen21,CP_51b,B.1 full genome,B.1.351 full genome,1,Table S1,>,4,IC50,NULL,experimental,1,authentic virus,2021-05-10
