ref_name,rx_name,ab_name
Planas21c,Bamlanivimab,Bamlanivimab
Planas21c,Etesevimab,Etesevimab
Planas21c,BAM+ETE,Bamlanivimab
Planas21c,BAM+ETE,Etesevimab
Planas21c,Casirivimab,Casirivimab
Planas21c,Imdevimab,Imdevimab
Planas21c,Ronapreve,Casirivimab
Planas21c,Ronapreve,Imdevimab
Planas21c,Cilgavimab,Cilgavimab
Planas21c,Tixagevimab,Tixagevimab
Planas21c,Evusheld,Cilgavimab
Planas21c,Evusheld,Tixagevimab
Planas21c,Regdanvimab,Regdanvimab
Planas21c,Sotrovimab,Sotrovimab
Planas21c,Adintrevimab,Adintrevimab
