ref_name,rx_name,ab_name
Cameroni21,Sotrovimab,Sotrovimab
Cameroni21,Vir-7832,Vir-7832
Cameroni21,CT-P59,Regdanvimab
Cameroni21,COV2-2130,Cilgavimab
Cameroni21,COV2-2196,Tixagevimab
Cameroni21,REGN10933,Casirivimab
Cameroni21,REGN10987,Imdevimab
Cameroni21,LY-CoV555,Bamlanivimab
Cameroni21,LY-CoV016,Etesevimab
Cameroni21,COV2-2196 + COV2-2130,Cilgavimab
Cameroni21,COV2-2196 + COV2-2130,Tixagevimab
Cameroni21,REGN10987 + REGN10933,Casirivimab
Cameroni21,REGN10987 + REGN10933,Imdevimab
Cameroni21,LY-CoV555 + LY-CoV016,Bamlanivimab
Cameroni21,LY-CoV555 + LY-CoV016,Etesevimab
Cameroni21,S2D106,S2D106
Cameroni21,S2D8,S2D8
Cameroni21,S2D97,S2D97
Cameroni21,S2E12,S2E12
Cameroni21,S2H14,S2H14
Cameroni21,S2H19,S2H19
Cameroni21,S2H58,S2H58
Cameroni21,S2H7,S2H7
Cameroni21,S2H70,S2H70
Cameroni21,S2H71,S2H71
Cameroni21,S2M11,S2M11
Cameroni21,S2N12,S2N12
Cameroni21,S2N22,S2N22
Cameroni21,S2N28,S2N28
Cameroni21,S2X128,S2X128
Cameroni21,S2X16,S2X16
Cameroni21,S2X192,S2X192
Cameroni21,S2X30,S2X30
Cameroni21,S2X324,S2X324
Cameroni21,S2X58,S2X58
Cameroni21,S2K146,S2K146
Cameroni21,S2H13,S2H13
Cameroni21,ADI-58125,ADI-58125
Cameroni21,S2H90,S2H90
Cameroni21,S2K63v2,S2K63v2
Cameroni21,S2L37,S2L37
Cameroni21,S2X259,S2X259
Cameroni21,S2X35,S2X35
Cameroni21,S2X219,S2X219
Cameroni21,S304,S304
Cameroni21,S2A4,S2A4
Cameroni21,S2H97,S2H97
Cameroni21,S2L50,S2L50
Cameroni21,S2X28,S2X28
Cameroni21,S2X303,S2X303
Cameroni21,S2X333,S2X333
