ref_name,rx_name,ab_name
Wang22h,C1717,C1717
Wang22h,S3H3,S3H3
Wang22h,CAB-A17,CAB-A17
Wang22h,CB6,Etesevimab
Wang22h,Brii-196,Amubarvimab
Wang22h,Omi-3,Omi-3
Wang22h,Omi-18,Omi-18
Wang22h,XGv347,XGv-347
Wang22h,ZCB11,ZCB11
Wang22h,S2E12,S2E12
Wang22h,A19-46.1,A19-46.1
Wang22h,COV2-2196,Tixagevimab
Wang22h,LY-CoV555,Bamlanivimab
Wang22h,REGN10933,Casirivimab
Wang22h,XGv282,XGv-282
Wang22h,LY-CoV1404,Bebtelovimab
Wang22h,S309,Sotrovimab
Wang22h,35B5,35B5
Wang22h,JMB2002,JMB2002
Wang22h,COV2-2130,Cilgavimab
Wang22h,REGN10987,Imdevimab
Wang22h,Brii-198,Romlusevimab
Wang22h,10-40,10-40
Wang22h,REGN10987+REGN10933,Imdevimab
Wang22h,REGN10987+REGN10933,Casirivimab
Wang22h,COV2-2196+COV2-2130,Tixagevimab
Wang22h,COV2-2196+COV2-2130,Cilgavimab
Wang22h,LY-CoV555+CB6,Bamlanivimab
Wang22h,LY-CoV555+CB6,Etesevimab
Wang22h,Brii-196+Brii-198,Amubarvimab
Wang22h,Brii-196+Brii-198,Romlusevimab
