ref_name,rx_name,ab_name
Tada22,Casirivimab,Casirivimab
Tada22,Imdevimab,Imdevimab
Tada22,REGN-COV2,Casirivimab
Tada22,REGN-COV2,Imdevimab
Tada22,Bamlanivimab,Bamlanivimab
Tada22,Etesevimab,Etesevimab
Tada22,BAM+ETE,Bamlanivimab
Tada22,BAM+ETE,Etesevimab
Tada22,Sotrovimab,Sotrovimab
Tada22,Tixagevimab,Tixagevimab
Tada22,Cilgavimab,Cilgavimab
Tada22,TIX+CIL,Tixagevimab
Tada22,TIX+CIL,Cilgavimab
Tada22,Casirivimab_Fig3B,Casirivimab
Tada22,Imdevimab_Fig3B,Imdevimab
Tada22,REGN-COV2_Fig3B,Casirivimab
Tada22,REGN-COV2_Fig3B,Imdevimab
Tada22,Bamlanivimab_Fig3B,Bamlanivimab
Tada22,Etesevimab_Fig3B,Etesevimab
Tada22,BAM+ETE_Fig3B,Bamlanivimab
Tada22,BAM+ETE_Fig3B,Etesevimab
Tada22,Tixagevimab_Fig3B,Tixagevimab
Tada22,Cilgavimab_Fig3B,Cilgavimab
Tada22,TIX+CIL_Fig3B,Tixagevimab
Tada22,TIX+CIL_Fig3B,Cilgavimab
Tada22,Sotrovimab_Fig3B,Sotrovimab
