ref_name,rx_name,ab_name
Saito22,Adintrevimab,Adintrevimab
Saito22,Bamlanivimab,Bamlanivimab
Saito22,Bebtelovimab,Bebtelovimab
Saito22,Casirivimab,Casirivimab
Saito22,Cilgavimab,Cilgavimab
Saito22,Etesevimab,Etesevimab
Saito22,Imdevimab,Imdevimab
Saito22,Regdanvimab,Regdanvimab
Saito22,Sotrovimab,Sotrovimab
Saito22,Tixagevimab,Tixagevimab
Saito22,CAS+IMD,Casirivimab
Saito22,CAS+IMD,Imdevimab
Saito22,CIL+TIX,Cilgavimab
Saito22,CIL+TIX,Tixagevimab
Saito22,ETE+BAM,Etesevimab
Saito22,ETE+BAM,Bamlanivimab
