ref_name,rx_name,ab_name
Takashita22,Etesevimab,Etesevimab
Takashita22,Bamlanivimab,Bamlanivimab
Takashita22,Imdevimab,Imdevimab
Takashita22,Casirivimab,Casirivimab
Takashita22,COV2-2196,Tixagevimab
Takashita22,COV2-2130,Cilgavimab
Takashita22,S309,Sotrovimab
Takashita22,LY-CoV016 + LY-CoV555,Etesevimab
Takashita22,LY-CoV016 + LY-CoV555,Bamlanivimab
Takashita22,REGN10987 + REGN10933,Imdevimab
Takashita22,REGN10987 + REGN10933,Casirivimab
Takashita22,COV2-2196 + COV2-2130,Tixagevimab
Takashita22,COV2-2196 + COV2-2130,Cilgavimab
