ref_name,rx_name,ab_name
Lusvarghi22,Amubarvimab,Amubarvimab
Lusvarghi22,Romlusevimab,Romlusevimab
Lusvarghi22,DZIF-10c,DZIF-10c
Lusvarghi22,Tixagevimab,Tixagevimab
Lusvarghi22,Cilgavimab,Cilgavimab
Lusvarghi22,Bamlanivimab,Bamlanivimab
Lusvarghi22,Etesevimab,Etesevimab
Lusvarghi22,Bebtelovimab,Bebtelovimab
Lusvarghi22,ADG20,Adintrevimab
Lusvarghi22,ADG10,ADG10
Lusvarghi22,C-144,C144
Lusvarghi22,AMU+ROM,Amubarvimab
Lusvarghi22,AMU+ROM,Romlusevimab
Lusvarghi22,TIX+CIL,Tixagevimab
Lusvarghi22,TIX+CIL,Cilgavimab
Lusvarghi22,BAM+ETE,Bamlanivimab
Lusvarghi22,BAM+ETE,Etesevimab
Lusvarghi22,BEB+BAM+ETE,Bamlanivimab
Lusvarghi22,BEB+BAM+ETE,Etesevimab
Lusvarghi22,BEB+BAM+ETE,Bebtelovimab
Lusvarghi22,REGEN-COV,Casirivimab
Lusvarghi22,REGEN-COV,Imdevimab
