ref_name,rx_name,ab_name
Tada21f,Casirivimab,Casirivimab
Tada21f,Imdevimab,Imdevimab
Tada21f,REGN-COV2,Casirivimab
Tada21f,REGN-COV2,Imdevimab
Tada21f,Bamlanivimab,Bamlanivimab
Tada21f,Etesevimab,Etesevimab
Tada21f,BAM+ETE,Bamlanivimab
Tada21f,BAM+ETE,Etesevimab
Tada21f,Sotrovimab,Sotrovimab
Tada21f,Casirivimab_Fig3B,Casirivimab
Tada21f,Imdevimab_Fig3B,Imdevimab
Tada21f,REGN-COV2_Fig3B,Casirivimab
Tada21f,REGN-COV2_Fig3B,Imdevimab
Tada21f,Bamlanivimab_Fig3B,Bamlanivimab
Tada21f,Etesevimab_Fig3B,Etesevimab
Tada21f,Sotrovimab_Fig3B,Sotrovimab
