ref_name,rx_name,ab_name
He23,C1A-B3,C1A-B3
He23,C1A-C2,C1A-C2
He23,C1A-F10,C1A-F10
He23,COVA2-04,COVA2-04
He23,S2H14,S2H14
He23,C105,C105
He23,BD-236,BD-236
He23,CB6,Etesevimab
He23,CV30,CV30
He23,B38,B38
He23,CC12.1,CC12.1
He23,CC12.3,CC12.3
He23,C102,C102
He23,BD-629,BD-629
He23,BD-604,BD-604
He23,P2C-1F11,Amubarvimab
He23,S2K146,S2K146
He23,Ab23,BD23
He23,C144,C144
He23,P2C-1A3,P2C-1A3
He23,S2M11,S2M11
He23,2-4,2-4
He23,H4,H4
He23,C121,C121
He23,LY-CoV555,Bamlanivimab
He23,COVA2-39,COVA2-39
He23,REGN10933,Casirivimab
He23,CV3-1,CV3-1
He23,COV2-2196,Tixagevimab
He23,COVOX-158,COVOX-158
He23,S2E12,S2E12
He23,XGv347,XGv-347
He23,87G7,87G7
He23,ADI-56046,ADI-56046
He23,ADG-2,Adintrevimab
He23,C002,C002
He23,C104,C104
He23,S2H13,S2H13
He23,P2B-2F6,P2B-2F6
He23,P17,P17
He23,CV07-270,CV07-270
He23,BD-368-2,BD-368-2
He23,DH1042,DH1042
He23,JMB2002,JMB2002
He23,Omi-38,Omi-38
He23,COVOX-58,COVOX-58
He23,BD-744,BD-744
He23,S2D106,S2D106
He23,XGv282,XGv-282
He23,FC08,FC08
He23,C135,C135
He23,47D11,ABBV-47D11
He23,C110,C110
He23,C119,C119
He23,2H04,2H04
He23,REGN10987,Imdevimab
He23,2-7,2-7
He23,COV2-2130,Cilgavimab
He23,Omi-31,Omi-31
He23,BD55-3152,BD55-3152
He23,LY-CoV1404,Bebtelovimab
He23,S309,Sotrovimab
He23,XGv289,XGv-289
He23,Beta-54,Beta-54
He23,DH1047,DH1047
He23,2-36,2-36
He23,COVA1-16,COVA1-16
He23,C022,C022
He23,G32Q4,G32Q4
He23,CR3022,CR3022
He23,EY6A,EY6A
He23,H014,H014
He23,S304,S304
He23,VacW-209,VacW-209
He23,S2A4,S2A4
He23,S2X259,S2X259
He23,S2H97,S2H97
