ref_name,rx_name,ab_name
Cao22b,BD-196,BD-196
Cao22b,BD-218,BD-218
Cao22b,BD-236,BD-236
Cao22b,BD-254,BD-254
Cao22b,BD-255,BD-255
Cao22b,BD-319,BD-319
Cao22b,BD-320,BD-320
Cao22b,BD-362,BD-362
Cao22b,BD-368,BD-368
Cao22b,BD-369,BD-369
Cao22b,BD-380,BD-380
Cao22b,BD-395,BD-395
Cao22b,BD-397,BD-397
Cao22b,BD-403,BD-403
Cao22b,BD-417,BD-417
Cao22b,BD-418,BD-418
Cao22b,BD-421,BD-421
Cao22b,BD-449,BD-449
Cao22b,BD-467,BD-467
Cao22b,BD-494,BD-494
Cao22b,BD-498,BD-498
Cao22b,BD-500,BD-500
Cao22b,BD-503,BD-503
Cao22b,BD-504,BD-504
Cao22b,BD-505,BD-505
Cao22b,BD-507,BD-507
Cao22b,BD-508,BD-508
Cao22b,BD-515,BD-515
Cao22b,BD-536,BD-536
Cao22b,BD-566,BD-566
Cao22b,DXP-593,DXP-593
Cao22b,BD-598,BD-598
Cao22b,BD-599,BD-599
Cao22b,DXP-604,DXP-604
Cao22b,BD-605,BD-605
Cao22b,BD-612,BD-612
Cao22b,BD-613,BD-613
Cao22b,BD-614,BD-614
Cao22b,BD-616,BD-616
Cao22b,BD-618,BD-618
Cao22b,BD-619,BD-619
Cao22b,BD-623,BD-623
Cao22b,BD-628,BD-628
Cao22b,BD-629,BD-629
Cao22b,S309,S309
Cao22b,REGN10933,REGN10933
Cao22b,REGN10987,REGN10987
Cao22b,P2B-2F6,P2B-2F6
Cao22b,H014,H014
Cao22b,LY-CoV555,LY-CoV555
Cao22b,COV2-2196,COV2-2196
Cao22b,COV2-2130,COV2-2130
Cao22b,S304,S304
Cao22b,S2M11,S2M11
Cao22b,S2H14,S2H14
Cao22b,S2H13,S2H13
Cao22b,S2E12,S2E12
Cao22b,S2A4,S2A4
Cao22b,P4A1,P4A1
Cao22b,BRII-196,BRII-196
Cao22b,P2C-1A3,P2C-1A3
Cao22b,LY-CoV488,LY-CoV488
Cao22b,LY-CoV481,LY-CoV481
Cao22b,H4,H4
Cao22b,EY6A,EY6A
Cao22b,DH1047,DH1047
Cao22b,DH1041,DH1041
Cao22b,CV30,CV30
Cao22b,CV07-270,CV07-270
Cao22b,CV07-250,CV07-250
Cao22b,CR3022,CR3022
Cao22b,COVOX-88,COVOX-88
Cao22b,COVOX-75,COVOX-75
Cao22b,COVOX-45,COVOX-45
Cao22b,COVOX-40,COVOX-40
Cao22b,COVOX-384,COVOX-384
Cao22b,COVOX-316,COVOX-316
Cao22b,COVOX-269,COVOX-269
Cao22b,COVOX-253H55L,COVOX-253H55L
Cao22b,COVOX-253H165L,COVOX-253H165L
Cao22b,COVOX-222,COVOX-222
Cao22b,COVOX-150,COVOX-150
Cao22b,COVA2-39,COVA2-39
Cao22b,COVA2-04,COVA2-04
Cao22b,COVA1-16,COVA1-16
Cao22b,CC12.3,CC12.3
Cao22b,CC12.1,CC12.1
Cao22b,LY-CoV016,LY-CoV016
Cao22b,CA521,CA521
Cao22b,C1A-F10,C1A-F10
Cao22b,C1A-C2,C1A-C2
Cao22b,C1A-B3,C1A-B3
Cao22b,C1A-B12,C1A-B12
Cao22b,C144,C144
Cao22b,C135,C135
Cao22b,C121,C121
Cao22b,C119,C119
Cao22b,C110,C110
Cao22b,C105,C105
Cao22b,C102,C102
Cao22b,C002,C002
Cao22b,BG7-15,BG7-15
Cao22b,BG10-19,BG10-19
Cao22b,BG1-24,BG1-24
Cao22b,B38,B38
Cao22b,7D6,7D6
Cao22b,2-15,2-15
Cao22b,1-57,1-57
Cao22b,S2X35,S2X35
Cao22b,S2X259,S2X259
Cao22b,S2H97,S2H97
Cao22b,P5A-3A1,P5A-3A1
Cao22b,15033,15033
Cao22b,CR3022-B6,CR3022-B6
Cao22b,2H2,2H2
Cao22b,CV05-163,CV05-163
Cao22b,CV38-142,CV38-142
Cao22b,FC08,FC08
Cao22b,CR3014-C8,CR3014-C8
Cao22b,3C1,3C1
Cao22b,P17,P17
Cao22b,P2B-1A10,P2B-1A10
Cao22b,P5A-2G9,P5A-2G9
Cao22b,HB27,HB27
Cao22b,C058,C058
Cao22b,C083,C083
Cao22b,C085,C085
Cao22b,C089,C089
Cao22b,C516,C516
Cao22b,C597,C597
Cao22b,C547,C547
Cao22b,C552,C552
Cao22b,C556,C556
Cao22b,C213,C213
Cao22b,C217,C217
Cao22b,C091,C091
Cao22b,C093,C093
Cao22b,C034,C034
Cao22b,C048,C048
Cao22b,C576,C576
Cao22b,C578,C578
Cao22b,C581,C581
Cao22b,C591,C591
Cao22b,C594,C594
Cao22b,CM32,CM32
Cao22b,CV2-75,CV2-75
Cao22b,LY-CoV1404,LY-CoV1404
Cao22b,BG7-20,BG7-20
Cao22b,BG4-25,BG4-25
Cao22b,Ehling_mAb-50,Ehling_mAb-50
Cao22b,Ehling_mAb-64,Ehling_mAb-64
Cao22b,Ehling_mAb-82,Ehling_mAb-82
Cao22b,DH1043,DH1043
Cao22b,DH1042,DH1042
Cao22b,DH1179,DH1179
Cao22b,DH1184,DH1184
Cao22b,DH1186,DH1186
Cao22b,DH1044,DH1044
Cao22b,DH1126,DH1126
Cao22b,DH1161-1,DH1161-1
Cao22b,DH1173,DH1173
Cao22b,DH1143,DH1143
Cao22b,DH1154,DH1154
Cao22b,DH1151,DH1151
Cao22b,DH1160,DH1160
Cao22b,DH1140,DH1140
Cao22b,DH1210,DH1210
Cao22b,DH1045,DH1045
Cao22b,DH1046,DH1046
Cao22b,DH1180,DH1180
Cao22b,DH1183,DH1183
Cao22b,DH1128,DH1128
Cao22b,DH1129,DH1129
Cao22b,DH1155,DH1155
Cao22b,DH1193,DH1193
Cao22b,DH1111,DH1111
Cao22b,DH1161-2,DH1161-2
Cao22b,DH1064,DH1064
Cao22b,DH1073,DH1073
Cao22b,DH1130,DH1130
Cao22b,DH1063,DH1063
Cao22b,DH1082,DH1082
Cao22b,DH1072,DH1072
Cao22b,DH1159-2,DH1159-2
Cao22b,DH1088,DH1088
Cao22b,DH1196,DH1196
Cao22b,DH1117,DH1117
Cao22b,DH1214,DH1214
Cao22b,TAU-1115,TAU-1115
Cao22b,TAU-2189,TAU-2189
Cao22b,TAU-2230,TAU-2230
Cao22b,TAU-2220,TAU-2220
Cao22b,TAU-2310,TAU-2310
Cao22b,CV07-200,CV07-200
Cao22b,CV07-209,CV07-209
Cao22b,CV07-222,CV07-222
Cao22b,CV07-255,CV07-255
Cao22b,CV07-262,CV07-262
Cao22b,CV07-283,CV07-283
Cao22b,CV07-287,CV07-287
Cao22b,CV07-315,CV07-315
Cao22b,CV-X2-106,CV-X2-106
Cao22b,COV2-3025,COV2-3025
Cao22b,COV2-2046,COV2-2046
Cao22b,COV2-2098,COV2-2098
Cao22b,COV2-2068,COV2-2068
Cao22b,COV2-2504,COV2-2504
Cao22b,COV2-2308,COV2-2308
Cao22b,COV2-2391,COV2-2391
Cao22b,COV2-2113,COV2-2113
Cao22b,COV2-2064,COV2-2064
Cao22b,COV2-2684,COV2-2684
Cao22b,COV2-2072,COV2-2072
Cao22b,COV2-2539,COV2-2539
Cao22b,COV2-2389,COV2-2389
Cao22b,COV2-2413,COV2-2413
Cao22b,COV2-2819,COV2-2819
Cao22b,COV2-2381,COV2-2381
Cao22b,COV2-2628,COV2-2628
Cao22b,COV2-2353,COV2-2353
Cao22b,COV2-2589,COV2-2589
Cao22b,COV2-2485,COV2-2485
Cao22b,COV2-2693,COV2-2693
Cao22b,COV2-2531,COV2-2531
Cao22b,COV2-2919,COV2-2919
Cao22b,COV2-2037,COV2-2037
Cao22b,COV2-2780,COV2-2780
Cao22b,COV2-2941,COV2-2941
Cao22b,COV2-2479,COV2-2479
Cao22b,COV2-2955,COV2-2955
Cao22b,COV2-2499,COV2-2499
Cao22b,COV2-2268,COV2-2268
Cao22b,COV2-2760,COV2-2760
Cao22b,COV2-2807,COV2-2807
Cao22b,COV2-2841,COV2-2841
Cao22b,COV2-2103,COV2-2103
Cao22b,COV2-2677,COV2-2677
