ref_name,rx_name,ab_name
Yuan22,LY-CoV16,Etesevimab
Yuan22,CC12.3,CC12.3
Yuan22,LY-CoV16 + LY-CoV555,Etesevimab
Yuan22,LY-CoV16 + LY-CoV555,Bamlanivimab
Yuan22,C121,C121
Yuan22,AZD8895,Tixagevimab
Yuan22,REGN10933,Casirivimab
Yuan22,LY-CoV555,Bamlanivimab
Yuan22,C144,C144
Yuan22,CV07-270,CV07-270
Yuan22,AZD1061,Cilgavimab
Yuan22,REGN10987,Imdevimab
Yuan22,AZD1061+AZD8895,Tixagevimab
Yuan22,AZD1061+AZD8895,Cilgavimab
Yuan22,REGN10987+REGN10933,Casirivimab
Yuan22,REGN10987+REGN10933,Imdevimab
Yuan22,ADG20,Adintrevimab
Yuan22,K398.22,K398.22
Yuan22,S2X259,S2X259
Yuan22,DH1047,DH1047
Yuan22,COVA1-16,COVA1-16
Yuan22,S309,Sotrovimab
