ref_name,rx_name,ab_name
VanBlargan21,COV2-2196,Tixagevimab
VanBlargan21,COV2-2130,Cilgavimab
VanBlargan21,COV2-2196+COV2-2130,Tixagevimab
VanBlargan21,COV2-2196+COV2-2130,Cilgavimab
VanBlargan21,REGN10987,Imdevimab
VanBlargan21,REGN10933,Casirivimab
VanBlargan21,REGN10987+REGN10933,Imdevimab
VanBlargan21,REGN10987+REGN10933,Casirivimab
VanBlargan21,LY-CoV555,Bamlanivimab
VanBlargan21,LY-CoV016,Etesevimab
VanBlargan21,LY-CoV555+LY-CoV016,Bamlanivimab
VanBlargan21,LY-CoV555+LY-CoV016,Etesevimab
VanBlargan21,S309,Sotrovimab
VanBlargan21,CT-P59,Regdanvimab
VanBlargan21,SARS2-38,SARS2-38
VanBlargan21,COV2-2196_2,Tixagevimab
VanBlargan21,COV2-2130_2,Cilgavimab
VanBlargan21,COV2-2196+COV2-2130_2,Tixagevimab
VanBlargan21,COV2-2196+COV2-2130_2,Cilgavimab
VanBlargan21,REGN10987_2,Imdevimab
VanBlargan21,REGN10933_2,Casirivimab
VanBlargan21,REGN10987+REGN10933_2,Imdevimab
VanBlargan21,REGN10987+REGN10933_2,Casirivimab
VanBlargan21,LY-CoV555_2,Bamlanivimab
VanBlargan21,LY-CoV016_2,Etesevimab
VanBlargan21,LY-CoV555+LY-CoV016_2,Bamlanivimab
VanBlargan21,LY-CoV555+LY-CoV016_2,Etesevimab
VanBlargan21,S309_2,Sotrovimab
VanBlargan21,CT-P59_2,Regdanvimab
VanBlargan21,SARS2-38_2,SARS2-38
