ref_name,rx_name,ab_name
Thomson21,LY-CoV555_1,Bamlanivimab
Thomson21,LY-CoV555_2,Bamlanivimab
Thomson21,REGN10933_1,Casirivimab
Thomson21,REGN10933_2,Casirivimab
Thomson21,REGN10933_3,Casirivimab
Thomson21,REGN10933+REGN10987_1,Casirivimab
Thomson21,REGN10933+REGN10987_1,Imdevimab
Thomson21,REGN10933+REGN10987_2,Casirivimab
Thomson21,REGN10933+REGN10987_2,Imdevimab
Thomson21,REGN10933+REGN10987_3,Casirivimab
Thomson21,REGN10933+REGN10987_3,Imdevimab
Thomson21,REGN10987_1,Imdevimab
Thomson21,REGN10987_2,Imdevimab
Thomson21,REGN10987_3,Imdevimab
Thomson21,S2D19_1,S2D19
Thomson21,S2D19_2,S2D19
Thomson21,S2D19_3,S2D19
Thomson21,S2D8_1,S2D8
Thomson21,S2D8_2,S2D8
Thomson21,S2D8_3,S2D8
Thomson21,S2D97_1,S2D97
Thomson21,S2D97_2,S2D97
Thomson21,S2D97_3,S2D97
Thomson21,S2E11_1,S2E11
Thomson21,S2E11_2,S2E11
Thomson21,S2E11_3,S2E11
Thomson21,S2E23_1,S2E23
Thomson21,S2E23_2,S2E23
Thomson21,S2E23_3,S2E23
Thomson21,S2H13_1,S2H13
Thomson21,S2H13_2,S2H13
Thomson21,S2H13_3,S2H13
Thomson21,S2H14_1,S2H14
Thomson21,S2H14_2,S2H14
Thomson21,S2H14_3,S2H14
Thomson21,S2H19_1,S2H19
Thomson21,S2H19_2,S2H19
Thomson21,S2H19_3,S2H19
Thomson21,S2H7_1,S2H7
Thomson21,S2H7_2,S2H7
Thomson21,S2H7_3,S2H7
Thomson21,S2H70_1,S2H70
Thomson21,S2H70_2,S2H70
Thomson21,S2H70_3,S2H70
Thomson21,S2H71_1,S2H71
Thomson21,S2H71_2,S2H71
Thomson21,S2H71_3,S2H71
Thomson21,S2H75_1,S2H75
Thomson21,S2H75_2,S2H75
Thomson21,S2H75_3,S2H75
Thomson21,S2L49_1,S2L49
Thomson21,S2L49_2,S2L49
Thomson21,S2L49_3,S2L49
Thomson21,S2X128_1,S2X128
Thomson21,S2X128_2,S2X128
Thomson21,S2X128_3,S2X128
Thomson21,S2X192_1,S2X192
Thomson21,S2X192_2,S2X192
Thomson21,S2X192_3,S2X192
Thomson21,S2X71_1,S2X71
Thomson21,S2X71_2,S2X71
Thomson21,S2X71_3,S2X71
Thomson21,S309_1,Sotrovimab
Thomson21,S309_2,Sotrovimab
Thomson21,S309_3,Sotrovimab
Thomson21,VHH72_1,VHH-72
Thomson21,VHH72_2,VHH-72
Thomson21,VHH72_3,VHH-72
