ref_name,rx_name,ab_name
Huo22b,Omi02,Omi-2
Huo22b,Omi03,Omi-3
Huo22b,Omi06,Omi-6
Huo22b,Omi08,Omi-8
Huo22b,Omi09,Omi-9
Huo22b,Omi12,Omi-12
Huo22b,Omi16,Omi-16
Huo22b,Omi17,Omi-17
Huo22b,Omi18,Omi-18
Huo22b,Omi20,Omi-20
Huo22b,Omi23,Omi-23
Huo22b,Omi24,Omi-24
Huo22b,Omi25,Omi-25
Huo22b,Omi26,Omi-26
Huo22b,Omi27,Omi-27
Huo22b,Omi28,Omi-28
Huo22b,Omi29,Omi-29
Huo22b,Omi30,Omi-30
Huo22b,Omi31,Omi-31
Huo22b,Omi32,Omi-32
Huo22b,Omi33,Omi-33
Huo22b,Omi34,Omi-34
Huo22b,Omi35,Omi-35
Huo22b,Omi36,Omi-36
Huo22b,Omi38,Omi-38
Huo22b,Omi39,Omi-39
Huo22b,Omi41,Omi-41
Huo22b,Omi42,Omi-42
Huo22b,REGN10987,Imdevimab
Huo22b,REGN10933,Casirivimab
Huo22b,AZD1061,Cilgavimab
Huo22b,AZD8895,Tixagevimab
Huo22b,AZD7442,Tixagevimab
Huo22b,AZD7442,Cilgavimab
Huo22b,ADG10,ADG10
Huo22b,ADG20,Adintrevimab
Huo22b,ADG30,ADG30
Huo22b,Ly-CoV555,Bamlanivimab
Huo22b,Ly-CoV16,Etesevimab
Huo22b,Ly-CoV1404,Bebtelovimab
Huo22b,S309,Sotrovimab
