ref_name,rx_name,ab_name
Westendorf22,ADG2,Adintrevimab
Westendorf22,ADG2_2,Adintrevimab
Westendorf22,Bamlanivimab,Bamlanivimab
Westendorf22,C135,C135
Westendorf22,C135_2,C135
Westendorf22,C144,C144
Westendorf22,C144_2,C144
Westendorf22,CB6,Etesevimab
Westendorf22,COV2-2130,Cilgavimab
Westendorf22,COV2-2130_2,Cilgavimab
Westendorf22,COV2-2196,Tixagevimab
Westendorf22,COV2-2196_2,Tixagevimab
Westendorf22,CT-P59,Regdanvimab
Westendorf22,CT-P59_2,Regdanvimab
Westendorf22,Etesevimab,Etesevimab
Westendorf22,LY-CoV016_2,Etesevimab
Westendorf22,LY-CoV1404,Bebtelovimab
Westendorf22,LY-CoV1404_2,Bebtelovimab
Westendorf22,LY-CoV1404_T2_2,Bebtelovimab
Westendorf22,LY-CoV1404_T3A,Bebtelovimab
Westendorf22,LY-CoV1404_T3B,Bebtelovimab
Westendorf22,LY-CoV1404_T5,Bebtelovimab
Westendorf22,LY-CoV1404_T6,Bebtelovimab
Westendorf22,LY-CoV1404_T3D,Bebtelovimab
Westendorf22,LY-CoV1404_T3D_2,Bebtelovimab
Westendorf22,LY-COV555,Bamlanivimab
Westendorf22,LY-CoV555_2,Bamlanivimab
Westendorf22,REGN10933,Casirivimab
Westendorf22,REGN10933_2,Casirivimab
Westendorf22,REGN10987,Imdevimab
Westendorf22,REGN10987_2,Imdevimab
Westendorf22,S309,Sotrovimab
Westendorf22,S309_2,Sotrovimab
