ref_name,rx_name,ab_name
Wang22l,C1520,C1520
Wang22l,C1717,C1717
Wang22l,S3H3,S3H3
Wang22l,S2K146,S2K146
Wang22l,Omi-3,Omi-3
Wang22l,Omi-18,Omi-18
Wang22l,BD-515,BD-515
Wang22l,XGv051,XGv-051
Wang22l,XGv347,XGv-347
Wang22l,ZCB11,ZCB11
Wang22l,COV2-2196,Tixagevimab
Wang22l,LY-CoV1404,Bebtelovimab
Wang22l,XGv289,XGv-289
Wang22l,XGv264,XGv-264
Wang22l,S309,Sotrovimab
Wang22l,P2G3,P2G3
Wang22l,SP1-77,SP1-77
Wang22l,BD55-5840,BD55-5840
Wang22l,XGv282,XGv-282
Wang22l,BD-804,BD-804
Wang22l,35B5,35B5
Wang22l,COV2-2130,Cilgavimab
Wang22l,10-40,10-40
Wang22l,Evusheld,Tixagevimab
Wang22l,Evusheld,Cilgavimab
