ref_name,rx_name,ab_name
McCallum21b,S2D8,S2D8
McCallum21b,S2D19,S2D19
McCallum21b,S2D32,S2D32
McCallum21b,S2D97,S2D97
McCallum21b,S2E12,S2E12
McCallum21b,S2H7,S2H7
McCallum21b,S2H14,S2H14
McCallum21b,S2H19,S2H19
McCallum21b,S2H58,S2H58
McCallum21b,S2H71,S2H71
McCallum21b,S2M11,S2M11
McCallum21b,S2N28,S2N28
McCallum21b,S2X128,S2X128
McCallum21b,S2X192,S2X192
McCallum21b,S2X259,S2X259
McCallum21b,S2X615,S2X615
McCallum21b,S2H70,S2H70
McCallum21b,S2N12,S2N12
McCallum21b,S2N22,S2N22
McCallum21b,S2X608,S2X608
McCallum21b,S2X609,S2X609
McCallum21b,S2X30,S2X30
McCallum21b,S2X305,S2X305
McCallum21b,S2D106,S2D106
McCallum21b,S2X619,S2X619
McCallum21b,S2X58,S2X58
McCallum21b,S2H94,S2H94
McCallum21b,S2H97,S2H97
McCallum21b,Casirivimab,Casirivimab
McCallum21b,Imdevimab,Imdevimab
McCallum21b,Vir-7831,Sotrovimab
McCallum21b,Bamlanivimab,Bamlanivimab
McCallum21b,Etesevimab,Etesevimab
McCallum21b,Regdanvimab,Regdanvimab
