ref_name,rx_name,ab_name
Jian22,Etesevimab,Etesevimab
Jian22,Bamlanivimab,Bamlanivimab
Jian22,Bebtelovimab,Bebtelovimab
Jian22,Casirivimab,Casirivimab
Jian22,Imdevimab,Imdevimab
Jian22,Tixagevimab,Tixagevimab
Jian22,Cilgavimab,Cilgavimab
Jian22,Amubarvimab,Amubarvimab
Jian22,Romlusevimab,Romlusevimab
Jian22,Sotrovimab,Sotrovimab
Jian22,Adintrevimab,Adintrevimab
Jian22,Etesevimab+Bamlanivimab,Etesevimab
Jian22,Etesevimab+Bamlanivimab,Bamlanivimab
Jian22,Casirivimab+Imdevimab,Casirivimab
Jian22,Casirivimab+Imdevimab,Imdevimab
Jian22,Tixagevimab+Cilgavimab,Tixagevimab
Jian22,Tixagevimab+Cilgavimab,Cilgavimab
Jian22,Amubarvimab+Romlusevimab,Amubarvimab
Jian22,Amubarvimab+Romlusevimab,Romlusevimab
