ref_name,rx_name,ab_name
Cao22c,LY-CoV016,Etesevimab
Cao22c,LY-CoV555,Bamlanivimab
Cao22c,LY-CoV1404,Bebtelovimab
Cao22c,REGN10933,Casirivimab
Cao22c,REGN10987,Imdevimab
Cao22c,COV2-2196,Tixagevimab
Cao22c,COV2-2130,Cilgavimab
Cao22c,BRII-196,Amubarvimab
Cao22c,BRII-198,Romlusevimab
Cao22c,S309,Sotrovimab
Cao22c,DXP-604,DXP-604
Cao22c,ADG-2,Adintrevimab
Cao22c,BD55-5840,BD55-5840
Cao22c,BD55-5514,BD55-5514
Cao22c,LY-CoV015+LY-CoV555,Etesevimab
Cao22c,LY-CoV015+LY-CoV555,Bamlanivimab
Cao22c,REGN10933+10987,Casirivimab
Cao22c,REGN10933+10987,Imdevimab
Cao22c,COV2-2196+2130,Tixagevimab
Cao22c,COV2-2196+2130,Cilgavimab
Cao22c,BRII-196+198,Amubarvimab
Cao22c,BRII-196+198,Romlusevimab
Cao22c,SA58+SA55,BD55-5840
Cao22c,SA58+SA55,BD55-5514
