ref_name,rx_name,ab_name
Arora22e,Casirivimab,Casirivimab
Arora22e,Imdevimab,Imdevimab
Arora22e,Bamlanivimab,Bamlanivimab
Arora22e,Etesevimab,Etesevimab
Arora22e,Cilgavimab,Cilgavimab
Arora22e,Tixagevimab,Tixagevimab
Arora22e,Regdanvimab,Regdanvimab
Arora22e,Bebtelovimab,Bebtelovimab
Arora22e,Sotrovimab,Sotrovimab
Arora22e,S2H97,S2H97
Arora22e,Casirivimab+Imdevimab,Casirivimab
Arora22e,Casirivimab+Imdevimab,Imdevimab
Arora22e,Bamlanivimab+Etesevimab,Bamlanivimab
Arora22e,Bamlanivimab+Etesevimab,Etesevimab
Arora22e,Cilgavimab+Tixagevimab,Cilgavimab
Arora22e,Cilgavimab+Tixagevimab,Tixagevimab
