ref_name,rx_name,ab_name
Copin21,REGN10933,Casirivimab
Copin21,REGN10987,Imdevimab
Copin21,REGN10933+REGN10987,Casirivimab
Copin21,REGN10933+REGN10987,Imdevimab
Copin21,REGN10933_S3A,Casirivimab
Copin21,REGN10987_S3A,Imdevimab
Copin21,REGN10933+REGN10987_S3A,Casirivimab
Copin21,REGN10933+REGN10987_S3A,Imdevimab
Copin21,COV2-2130,Cilgavimab
Copin21,CB6,Etesevimab
Copin21,REGN10985,REGN10985
Copin21,COV2-2196,Tixagevimab
Copin21,COV555,Bamlanivimab
Copin21,Vir-7831,Sotrovimab
Copin21,CB6+COV555,Etesevimab
Copin21,CB6+COV555,Bamlanivimab
Copin21,COV2-2130+COV2-2196,Cilgavimab
Copin21,COV2-2130+COV2-2196,Tixagevimab
