ref_name,rx_name,ab_name
Diamond21,Tixagevimab,Tixagevimab
Diamond21,Cilgavimab,Cilgavimab
Diamond21,Tixagevimab + Cilgavimab,Tixagevimab
Diamond21,Tixagevimab + Cilgavimab,Cilgavimab
Diamond21,COV2-2072,COV2-2072
Diamond21,COV2-2050,COV2-2050
Diamond21,COV2-3025,COV2-3025
Diamond21,COV2-2381,COV2-2381
Diamond21,1B07,1B07
Diamond21,COVOX-384,COVOX-384
Diamond21,COVOX-40,COVOX-40
Diamond21,S2E12,S2E12
Diamond21,S2H58,S2H58
Diamond21,S2X259,S2X259
Diamond21,Vir-7831+S2E12,Vir-7831
Diamond21,Vir-7831+S2E12,S2E12
Diamond21,Vir-7831,Vir-7831
Diamond21,SARS2-3,SARS2-3
Diamond21,SARS2-10,SARS2-10
Diamond21,SARS2-31,SARS2-31
Diamond21,SARS2-44,SARS2-44
Diamond21,COV2-2676,COV2-2676
Diamond21,COV2-2489,COV2-2489
