ref_name,rx_name,ab_name
Liu22,10-40,10-40
Liu22,10-28,10-28
Liu22,11-11,11-11
Liu22,2-36,2-36
Liu22,DH1047,DH1047
Liu22,S2X259,S2X259
Liu22,REGN10985,REGN10985
Liu22,ADG-2,Adintrevimab
Liu22,COVA1-16,COVA1-16
Liu22,CR3022,CR3022
Liu22,S2H97,S2H97
Liu22,S309,Sotrovimab
Liu22,10-40_Fig3C,10-40
Liu22,10-28_Fig3C,10-28
Liu22,11-11_Fig3C,11-11
Liu22,2-36_Fig3C,2-36
Liu22,DH1047_Fig3C,DH1047
Liu22,S2X259_Fig3C,S2X259
Liu22,REGN10985_Fig3C,REGN10985
Liu22,ADG-2_Fig3C,Adintrevimab
Liu22,COVA1-16_Fig3C,COVA1-16
Liu22,CR3022_Fig3C,CR3022
Liu22,S2H97_Fig3C,S2H97
Liu22,S309_Fig3C,Sotrovimab
