ref_name,rx_name,ab_name
Hou22,Omi02,Omi-2
Hou22,Omi03,Omi-3
Hou22,Omi06,Omi-6
Hou22,Omi08,Omi-8
Hou22,Omi09,Omi-9
Hou22,Omi12,Omi-12
Hou22,Omi16,Omi-16
Hou22,Omi17,Omi-17
Hou22,Omi18,Omi-18
Hou22,Omi20,Omi-20
Hou22,Omi23,Omi-23
Hou22,Omi24,Omi-24
Hou22,Omi25,Omi-25
Hou22,Omi26,Omi-26
Hou22,Omi27,Omi-27
Hou22,Omi28,Omi-28
Hou22,Omi29,Omi-29
Hou22,Omi30,Omi-30
Hou22,Omi31,Omi-31
Hou22,Omi32,Omi-32
Hou22,Omi33,Omi-33
Hou22,Omi34,Omi-34
Hou22,Omi35,Omi-35
Hou22,Omi36,Omi-36
Hou22,Omi38,Omi-38
Hou22,Omi39,Omi-39
Hou22,Omi41,Omi-41
Hou22,Omi42,Omi-42
Hou22,REGN10987,Imdevimab
Hou22,REGN10933,Casirivimab
Hou22,AZD1061,Cilgavimab
Hou22,AZD8895,Tixagevimab
Hou22,AZD7442,Tixagevimab
Hou22,AZD7442,Cilgavimab
Hou22,ADG10,ADG10
Hou22,ADG20,Adintrevimab
Hou22,ADG30,ADG30
Hou22,Ly-CoV555,Bamlanivimab
Hou22,Ly-CoV16,Etesevimab
Hou22,Ly-CoV1404,Bebtelovimab
Hou22,S309,Sotrovimab
