ref_name,rx_name,ab_name
Arora23,Casirivimab,Casirivimab
Arora23,Imdevimab,Imdevimab
Arora23,Bamlanivimab,Bamlanivimab
Arora23,Etesevimab,Etesevimab
Arora23,Cilgavimab,Cilgavimab
Arora23,Tixagevimab,Tixagevimab
Arora23,Amubarvimab,Amubarvimab
Arora23,Romlusevimab,Romlusevimab
Arora23,Sotrovimab,Sotrovimab
Arora23,Bebtelovimab,Bebtelovimab
Arora23,S2H97,S2H97
Arora23,Regdanvimab,Regdanvimab
Arora23,Casirivimab-imdevimab,Casirivimab
Arora23,Casirivimab-imdevimab,Imdevimab
Arora23,Bamlanivimab-etesevimab,Bamlanivimab
Arora23,Bamlanivimab-etesevimab,Etesevimab
Arora23,Cilgavimab-tixagevimab,Cilgavimab
Arora23,Cilgavimab-tixagevimab,Tixagevimab
Arora23,Amubarvimab-romlusevimab,Amubarvimab
Arora23,Amubarvimab-romlusevimab,Romlusevimab
