ref_name,rx_name,ab_name
Chen21e,REGN10933,Casirivimab
Chen21e,REGN10987,Imdevimab
Chen21e,REGN10933 + REGN10987,Casirivimab
Chen21e,REGN10933 + REGN10987,Imdevimab
Chen21e,LY-CoV555,Bamlanivimab
Chen21e,COV2-2196,Tixagevimab
Chen21e,COV2-2130,Cilgavimab
Chen21e,COV2-2130 + COV2-2196,Cilgavimab
Chen21e,COV2-2130 + COV2-2196,Tixagevimab
Chen21e,S309,Sotrovimab
Chen21e,S2E12,S2E12
Chen21e,S309 + S2E12,Sotrovimab
Chen21e,S309 + S2E12,S2E12
Chen21e,2B04,2B04
Chen21e,47D11,47D11
Chen21e,2B04 + 47D11,2B04
Chen21e,2B04 + 47D11,47D11
