ref_name,rx_name,ab_name
Takashita22b,Etesevimab,Etesevimab
Takashita22b,Bamlanivimab,Bamlanivimab
Takashita22b,Imdevimab,Imdevimab
Takashita22b,Casirivimab,Casirivimab
Takashita22b,Tixagevimab,Tixagevimab
Takashita22b,Cilgavimab,Cilgavimab
Takashita22b,Sotrovimab,Sotrovimab
Takashita22b,LY-CoV016 + LY-CoV555,Etesevimab
Takashita22b,LY-CoV016 + LY-CoV555,Bamlanivimab
Takashita22b,REGN10987 + REGN10933,Imdevimab
Takashita22b,REGN10987 + REGN10933,Casirivimab
Takashita22b,COV2-2196 + COV2-2130,Tixagevimab
Takashita22b,COV2-2196 + COV2-2130,Cilgavimab
