ref_name,rx_name,ab_name
Iketani22,CB6,Etesevimab
Iketani22,BRII-196,Amubarvimab
Iketani22,1-20,1-20
Iketani22,REGN10933,Casirivimab
Iketani22,COV2-2196,Tixagevimab
Iketani22,LY-CoV555,Bamlanivimab
Iketani22,2-15,2-15
Iketani22,REGN10987,Imdevimab
Iketani22,COV2-2130,Cilgavimab
Iketani22,S309,Sotrovimab
Iketani22,2-7,2-7
Iketani22,BRII-198,Romlusevimab
Iketani22,LY-CoV1404,Bebtelovimab
Iketani22,ADG-2,Adintrevimab
Iketani22,DH1047,DH1047
Iketani22,10-40,10-40
Iketani22,S2X259,S2X259
Iketani22,4-18,4-18
Iketani22,5-7,5-7
Iketani22,LY-CoV555+CB6,Bamlanivimab
Iketani22,LY-CoV555+CB6,Etesevimab
Iketani22,BRII-196+BRII-198,Amubarvimab
Iketani22,BRII-196+BRII-198,Romlusevimab
Iketani22,COV2-2196+COV2-2130,Tixagevimab
Iketani22,COV2-2196+COV2-2130,Cilgavimab
Iketani22,REGN10987+REGN10933,Casirivimab
Iketani22,REGN10987+REGN10933,Imdevimab
