ref_name,rx_name,ab_name
Bloom22,COV2-2196,Tixagevimab
Bloom22,COV2-2130,Cilgavimab
Bloom22,COV2-2955,COV2-2955
Bloom22,CR3022,CR3022
Bloom22,COV2-2677,COV2-2677
Bloom22,COV2-2082,COV2-2082
Bloom22,COV2-2094,COV2-2094
Bloom22,COV2-2165,COV2-2165
Bloom22,COV2-2832,COV2-2832
Bloom22,COV2-2479,COV2-2479
Bloom22,COV2-2050,COV2-2050
Bloom22,COV2-2096,COV2-2096
Bloom22,COV2-2499,COV2-2499
Bloom22,C002,C002
Bloom22,C105,C105
Bloom22,C110,C110
Bloom22,C121,C121
Bloom22,C135,C135
Bloom22,C144,C144
Bloom22,LY-CoV555,Bamlanivimab
Bloom22,REGN10933,Casirivimab
Bloom22,REGN10987,Imdevimab
Bloom22,LY-CoV016,Etesevimab
Bloom22,S309,Sotrovimab
Bloom22,S2H97,S2H97
Bloom22,S304,S304
Bloom22,S2X35,S2X35
Bloom22,S2E12,S2E12
Bloom22,S2X16,S2X16
Bloom22,S2H58,S2H58
Bloom22,S2H13,S2H13
Bloom22,S2D106,S2D106
Bloom22,S2X58,S2X58
Bloom22,S2H14,S2H14
Bloom22,S2X227,S2X227
Bloom22,S2X259,S2X259
