ref_name,rx_name,ab_name
Baum20,REGN10989_Table1,REGN10989
Baum20,REGN10987_Table1,Imdevimab
Baum20,REGN10933_Table1,Casirivimab
Baum20,REGN10934_Table1,REGN10934
Baum20,REGN10964,REGN10964
Baum20,REGN10954,REGN10954
Baum20,REGN10984,REGN10984
Baum20,REGN10986,REGN10986
Baum20,REGN10989,REGN10989
Baum20,REGN10987,Imdevimab
Baum20,REGN10933,Casirivimab
Baum20,REGN10934,REGN10934
Baum20,REGN10933/10987,Casirivimab
Baum20,REGN10933/10987,Imdevimab
Baum20,REGN10989/10934,REGN10934
Baum20,REGN10989/10934,REGN10989
Baum20,REGN10989/10987,Imdevimab
Baum20,REGN10989/10987,REGN10989
