ref_name,rx_name,ab_name
Yamasoba22b,Bamlanivimab,Bamlanivimab
Yamasoba22b,Bebtelovimab,Bebtelovimab
Yamasoba22b,Casirivimab,Casirivimab
Yamasoba22b,Cilgavimab,Cilgavimab
Yamasoba22b,Etesevimab,Etesevimab
Yamasoba22b,Imdevimab,Imdevimab
Yamasoba22b,Sotrovimab,Sotrovimab
Yamasoba22b,Tixagevimab,Tixagevimab
Yamasoba22b,Ronapreve,Casirivimab
Yamasoba22b,Ronapreve,Imdevimab
Yamasoba22b,ETE+BAM,Etesevimab
Yamasoba22b,ETE+BAM,Bamlanivimab
Yamasoba22b,Evusheld,Cilgavimab
Yamasoba22b,Evusheld,Tixagevimab
